Survey,State,6-Digit,County,Census Place,FIPS Place,FIPS MCD,Pop,CSA,CBSA,Footnote,Central,Zip,Region,Division,Number of,Place,,1-unit,,,2-units,,,3-4 units,,,5+ units,,,1-unit rep,,,2-units rep,,,3-4 units rep,,,5+ units rep
201612,02,233000,170,1410,33800 ,00000 ,1912 ,999,11260, , ,996940027  ,4,9,12,Houston,8,8,799960,0,0,0,0,0,0,0,0,0,8,8,799960,0,0,0,0,0,0,0,0,0
201612,02,253000,110,    ,99990 ,00000 ,31275 ,999,99999, , ,99801      ,4,9,12,Juneau city and borough,50,50,12237748,5,10,1745112,3,10,424992,10,83,11202481,50,50,12237748,5,10,1745112,3,10,424992,10,83,11202481
201612,02,277000,122,1630,38420 ,00000 ,7100 ,999,99999, , ,99611      ,4,9,12,Kenai,18,18,3908000,2,4,220000,1,3,184000,0,0,0,18,18,3908000,2,4,220000,1,3,184000,0,0,0
201612,02,289000,130,    ,99990 ,00000 ,5016 ,999,99999, , ,999016059  ,4,9,12,Ketchikan Gateway Borough,32,32,9245562,3,6,846480,0,0,0,0,0,0,32,32,9245562,3,6,846480,0,0,0,0,0,0
201612,02,297000,013,1670,39410 ,00000 ,938 ,999,99999, , ,99503      ,4,9,11,King Cove,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
201612,02,317000,150,1750,40950 ,00000 ,6130 ,999,99999, , ,99615      ,4,9,12,Kodiak City-Kodiak Island Borough,12,12,3057651,1,2,219247,1,4,410728,0,0,0,12,12,3057651,1,2,219247,1,4,410728,0,0,0
201612,02,329000,188,1800,41830 ,00000 ,3201 ,999,99999, , ,99752      ,4,9,7,Kotzebue,3,3,930609,0,0,0,0,0,0,0,0,0,2,2,575427,0,0,0,0,0,0,0,0,0
201612,02,409000,290,2330,54150 ,00000 ,94 ,999,99999, , ,99691      ,4,9,11,Nikolai,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
201612,02,413000,180,2370,54920 ,00000 ,3598 ,999,99999, , ,997620281  ,4,9,12,Nome,7,7,947236,1,2,172044,0,0,0,0,0,0,7,7,947236,1,2,172044,0,0,0,0,0,0
201612,02,425000,090,2410,55910 ,00000 ,2117 ,999,21820, , ,99705      ,4,9,12,North Pole,11,11,2930822,0,0,0,0,0,0,0,0,0,11,11,2930822,0,0,0,0,0,0,0,0,0
201612,02,429000,185,    ,99990 ,00000 ,2790 ,999,99999, , ,997230069  ,4,9,12,North Slope Borough,9,9,2455481,1,2,358195,0,0,0,0,0,0,9,9,2455481,1,2,358195,0,0,0,0,0,0
201612,02,433000,188,    ,99990 ,00000 ,881 ,999,99999,2, ,99752      ,4,9,12,Northwest Arctic Borough Unincorporated Area,3,3,1575000,0,0,0,0,0,0,0,0,0,3,3,1575000,0,0,0,0,0,0,0,0,0
201612,02,457000,170,2510,58660 ,00000 ,5937 ,999,11260, , ,996456748  ,4,9,12,Palmer,7,7,1876293,3,6,702416,0,0,0,0,0,0,7,7,1876293,3,6,702416,0,0,0,0,0,0
201612,02,461000,105,2550,59650 ,00000 ,88 ,999,99999, , ,99832      ,4,9,12,Pelican,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
201612,02,465000,195,    ,99990 ,00000 ,2948 ,999,99999, , ,99833      ,4,9,12,Petersburg Borough,6,6,2093500,0,0,0,0,0,0,0,0,0,6,6,2093500,0,0,0,0,0,0,0,0,0
201612,02,505000,013,2900,67020 ,00000 ,976 ,999,99999, , ,99661      ,4,9,12,Sand Point,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
201612,02,525000,122,2950,68340 ,00000 ,255 ,999,99999, , ,99663      ,4,9,12,Seldovia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
201612,02,529000,122,2960,68560 ,00000 ,2693 ,999,99999, , ,99664      ,4,9,12,Seward,5,5,1041000,2,4,450000,1,4,650000,1,5,650000,5,5,1041000,2,4,450000,1,4,650000,1,5,650000
201612,02,557000,220,    ,99990 ,00000 ,8881 ,999,99999, , ,99835      ,4,9,0,Sitka city and borough,19,19,6106819,1,2,574745,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
201612,02,561000,230,3050,70760 ,00000 ,968 ,999,99999, , ,998400415  ,4,9,7,Municipality of Skagway,11,11,2299000,1,2,232443,0,0,0,0,0,0,10,10,2019000,0,0,0,0,0,0,0,0,0
201612,02,565000,122,3070,71640 ,00000 ,4163 ,999,99999, , ,99669      ,4,9,9,Soldotna,29,29,6310927,2,4,500930,0,0,0,0,0,0,24,24,5307087,2,4,500930,0,0,0,0,0,0
201612,02,581000,016,2880,66470 ,00000 ,479 ,999,99999, , ,99660      ,4,9,12,St. Paul,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
201612,02,597000,105,3290,76260 ,00000 ,131 ,999,99999, , ,998410052  ,4,9,12,Tenakee Springs,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
201612,02,625000,016,3430,80770 ,00000 ,4376 ,999,99999, , ,99685      ,4,9,0,Unalaska,4,4,392472,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
201612,02,633000,261,3470,82200 ,00000 ,3976 ,999,99999, , ,99686      ,4,9,12,Valdez,5,5,948000,0,0,0,0,0,0,0,0,0,5,5,948000,0,0,0,0,0,0,0,0,0
201612,02,645000,170,3520,83080 ,00000 ,7831 ,999,11260, , ,99654      ,4,9,12,Wasilla,17,17,4902748,10,20,2821600,4,16,1894504,1,42,3978099,17,17,4902748,10,20,2821600,4,16,1894504,1,42,3978099
201612,02,653000,261,3550,84510 ,00000 ,220 ,999,99999, , ,996930608  ,4,9,0,Whittier,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
201612,02,657000,275,    ,86380 ,00000 ,2369 ,999,99999, , ,99929      ,4,9,12,Wrangell city and borough,6,6,530000,0,0,0,0,0,0,0,0,0,6,6,530000,0,0,0,0,0,0,0,0,0
201612,02,661000,282,3610,86490 ,00000 ,662 ,999,99999, , ,99689      ,4,9,12,Yakutat city and borough,1,1,190600,0,0,0,0,0,0,0,0,0,1,1,190600,0,0,0,0,0,0,0,0,0
201612,04,001000,001,    ,99990 ,00000 ,61192 ,999,99999, , ,85936      ,4,8,12,Apache County Unincorporated Area,30,30,6887254,0,0,0,0,0,0,0,0,0,30,30,6887254,0,0,0,0,0,0,0,0,0
201612,04,009000,021,0007,02830 ,00000 ,35546 ,999,38060,2, ,851192899  ,4,8,12,Apache Junction,52,52,7105660,0,0,0,0,0,0,0,0,0,52,52,7105660,0,0,0,0,0,0,0,0,0
201612,04,013000,013,0013,04720 ,00000 ,76238 ,999,38060, , ,85323      ,4,8,12,Avondale,355,355,86383355,0,0,0,0,0,0,0,0,0,355,355,86383355,0,0,0,0,0,0,0,0,0
201612,04,025000,013,0030,07940 ,00000 ,50876 ,999,38060, , ,85326      ,4,8,12,Buckeye,1521,1521,380979491,0,0,0,0,0,0,0,0,0,1521,1521,380979491,0,0,0,0,0,0,0,0,0
201612,04,029000,015,0031,08220 ,00000 ,39540 ,332,29420, , ,86442      ,4,8,12,Bullhead City,88,88,20056087,0,0,0,0,0,0,0,0,0,88,88,20056087,0,0,0,0,0,0,0,0,0
201612,04,037000,013,0039,10180 ,00000 ,3363 ,999,38060, , ,85377      ,4,8,12,Carefree town,20,20,7696605,0,0,0,0,0,0,0,0,0,20,20,7696605,0,0,0,0,0,0,0,0,0
201612,04,041000,021,0040,10530 ,00000 ,48571 ,999,38060, , ,85122      ,4,8,12,Casa Grande,136,136,32770567,0,0,0,0,0,0,0,0,0,136,136,32770567,0,0,0,0,0,0,0,0,0
201612,04,045000,013,0044,11300 ,00000 ,5015 ,999,38060, , ,85331      ,4,8,12,Cave Creek town,35,35,14137522,0,0,0,0,0,0,0,0,0,35,35,14137522,0,0,0,0,0,0,0,0,0
201612,04,049000,013,0050,12000 ,00000 ,236123 ,999,38060, , ,85225      ,4,8,12,Chandler,1202,1202,381773652,26,52,4897147,23,91,17839632,74,1000,173674886,1202,1202,381773652,26,52,4897147,23,91,17839632,74,1000,173674886
201612,04,065000,003,    ,99990 ,00000 ,52410 ,999,43420, , ,85603      ,4,8,12,Cochise County Unincorporated Area,77,77,10493368,0,0,0,0,0,0,0,0,0,77,77,10493368,0,0,0,0,0,0,0,0,0
201612,04,069000,005,    ,99990 ,00000 ,54125 ,999,22380, , ,860019331  ,4,8,12,Coconino County Unincorporated Area,147,147,35347587,0,0,0,0,0,0,0,0,0,147,147,35347587,0,0,0,0,0,0,0,0,0
201612,04,077000,021,0067,15500 ,00000 ,11825 ,999,38060, , ,85228      ,4,8,12,Coolidge,7,7,868500,0,0,0,0,0,0,0,0,0,7,7,868500,0,0,0,0,0,0,0,0,0
201612,04,085000,003,0080,20050 ,00000 ,17378 ,999,43420, ,1,856072030  ,4,8,4,Douglas,2,2,161334,0,0,0,0,0,0,11,59,5863468,0,0,0,0,0,0,0,0,0,0,0,0
201612,04,097000,013,0100,22220 ,00000 ,31797 ,999,38060, , ,853352955  ,4,8,12,El Mirage,3,3,898328,0,0,0,0,0,0,0,0,0,3,3,898328,0,0,0,0,0,0,0,0,0
201612,04,101000,021,0105,22360 ,00000 ,16631 ,999,38060, , ,852312517  ,4,8,12,Eloy,87,87,16120719,0,0,0,0,0,0,0,0,0,87,87,16120719,0,0,0,0,0,0,0,0,0
201612,04,105000,005,0115,23620 ,00000 ,65870 ,999,22380, ,1,86001      ,4,8,12,Flagstaff,231,231,51538981,3,6,945842,0,0,0,5,232,40000000,231,231,51538981,3,6,945842,0,0,0,5,232,40000000
201612,04,109000,021,0120,23760 ,00000 ,25536 ,999,38060, , ,85132      ,4,8,11,Florence town,189,189,62912239,0,0,0,0,0,0,0,0,0,174,174,57978338,0,0,0,0,0,0,0,0,0
201612,04,113000,013,0124,25300 ,00000 ,22489 ,999,38060, , ,85268      ,4,8,12,Fountain Hills town,49,49,23710334,0,0,0,0,0,0,0,0,0,49,49,23710334,0,0,0,0,0,0,0,0,0
201612,04,117000,005,0125,25720 ,00000 ,1314 ,999,22380, , ,86022      ,4,8,12,Fredonia town,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
201612,04,121000,013,0129,27050 ,00000 ,1922 ,999,38060, , ,85337      ,4,8,12,Gila Bend town,1,1,200000,0,0,0,0,0,0,0,0,0,1,1,200000,0,0,0,0,0,0,0,0,0
201612,04,125000,007,    ,99990 ,00000 ,25602 ,999,99999, , ,85501      ,4,8,12,Gila County Unincorporated Area,43,43,9176704,0,0,0,0,0,0,0,0,0,43,43,9176704,0,0,0,0,0,0,0,0,0
201612,04,129000,013,0135,27400 ,00000 ,208453 ,999,38060, , ,85296      ,4,8,12,Gilbert town,1601,1601,319815066,10,20,1239330,0,0,0,29,918,58732495,1601,1601,319815066,10,20,1239330,0,0,0,29,918,58732495
201612,04,133000,013,0140,27820 ,00000 ,226721 ,999,38060, , ,85301      ,4,8,12,Glendale,173,173,54031137,0,0,0,0,0,0,1,10,593978,173,173,54031137,0,0,0,0,0,0,1,10,593978
201612,04,141000,013,0150,28380 ,00000 ,65275 ,999,38060, , ,85338      ,4,8,12,Goodyear,994,994,282623810,1,2,373868,0,0,0,22,132,15494444,994,994,282623810,1,2,373868,0,0,0,22,132,15494444
201612,04,145000,009,    ,99990 ,00000 ,20402 ,999,99999, , ,85546      ,4,8,12,Graham County Unincorporated Area,27,27,7919177,0,0,0,0,0,0,0,0,0,27,27,7919177,0,0,0,0,0,0,0,0,0
201612,04,153000,013,0158,30270 ,00000 ,5523 ,999,38060, , ,852832507  ,4,8,7,Guadalupe town,22,22,4277600,0,0,0,0,0,0,3,15,2011104,22,22,4277600,0,0,0,0,0,0,3,15,2011104
201612,04,157000,007,0160,32020 ,00000 ,662 ,999,99999,2, ,85135      ,4,8,12,Hayden town,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
201612,04,181000,015,0185,37620 ,00000 ,28068 ,332,29420, ,1,86401      ,4,8,12,Kingman,179,179,28034568,3,6,319791,0,0,0,0,0,0,179,179,28034568,3,6,319791,0,0,0,0,0,0
201612,04,189000,015,0188,39370 ,00000 ,52527 ,332,29420, ,1,86403      ,4,8,12,Lake Havasu City,306,306,60348147,10,20,2314222,0,0,0,0,0,0,306,306,60348147,10,20,2314222,0,0,0,0,0,0
201612,04,193000,013,0196,41330 ,00000 ,5476 ,999,38060, , ,85340      ,4,8,12,Litchfield Park,80,80,27413000,0,0,0,0,0,0,0,0,0,80,80,27413000,0,0,0,0,0,0,0,0,0
201612,04,201000,019,0210,44270 ,00000 ,34961 ,536,46060,2, ,85653      ,4,8,10,Marana town,597,597,182777355,0,0,0,0,0,0,0,0,0,489,489,150203188,0,0,0,0,0,0,0,0,0
201612,04,205000,013,    ,99990 ,00000 ,284404 ,999,38060, , ,85008      ,4,8,12,Maricopa County Unincorporated Area,1155,1155,243682463,0,0,0,1,4,93938,0,0,0,1155,1155,243682463,0,0,0,1,4,93938,0,0,0
201612,04,205100,021,0212,44410 ,00000 ,43482 ,999,38060, , ,85238      ,4,8,12,Maricopa,524,524,129916210,0,0,0,0,0,0,0,0,0,524,524,129916210,0,0,0,0,0,0,0,0,0
201612,04,209000,013,0215,46000 ,00000 ,439041 ,999,38060, ,1,852111466  ,4,8,11,Mesa,2106,2106,594282799,4,8,870098,2,8,1248119,17,690,94845228,1923,1923,536123397,4,8,870098,2,8,1248119,14,580,81225868
201612,04,217000,015,    ,99990 ,00000 ,75230 ,332,29420, , ,864027000  ,4,8,12,Mohave County Unincorporated Area,84,84,22888393,0,0,0,0,0,0,0,0,0,84,84,22888393,0,0,0,0,0,0,0,0,0
201612,04,221000,017,    ,99990 ,00000 ,68097 ,999,99999, , ,85901      ,4,8,9,Navajo County Unincorporated Area,117,117,18625596,0,0,0,0,0,0,0,0,0,96,96,15122439,0,0,0,0,0,0,0,0,0
201612,04,229000,019,0238,51600 ,00000 ,41011 ,536,46060, , ,85737      ,4,8,0,Oro Valley town,176,176,78715622,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
201612,04,237000,013,0242,52930 ,00000 ,12820 ,999,38060, , ,852534328  ,4,8,12,Paradise Valley town,79,79,84117263,0,0,0,1,4,2063630,1,42,6352267,79,79,84117263,0,0,0,1,4,2063630,1,42,6352267
201612,04,249000,007,0252,53700 ,00000 ,15301 ,999,99999, , ,855414306  ,4,8,12,Payson town,68,68,17946154,0,0,0,0,0,0,0,0,0,68,68,17946154,0,0,0,0,0,0,0,0,0
201612,04,253000,013,0255,54050 ,00000 ,154058 ,999,38060,2, ,85345      ,4,8,12,Peoria,1636,1636,446742024,0,0,0,0,0,0,0,0,0,1636,1636,446742024,0,0,0,0,0,0,0,0,0
201612,04,257000,013,2650,55000 ,00000 ,1445632 ,999,38060, ,1,850031611  ,4,8,12,Phoenix,2479,2479,688678174,21,60,9422651,15,62,8222463,90,4371,617758240,2479,2479,688678174,21,60,9422651,15,62,8222463,90,4371,617758240
201612,04,261000,019,    ,99990 ,00000 ,353264 ,536,46060, , ,85701      ,4,8,12,Pima County Unincorporated Area,685,685,187300643,0,0,0,0,0,0,0,0,0,685,685,187300643,0,0,0,0,0,0,0,0,0
201612,04,269000,021,    ,99990 ,00000 ,187517 ,999,38060,2, ,85132      ,4,8,12,Pinal County Unincorporated Area,1550,1550,253565772,92,184,11545348,0,0,0,0,0,0,1550,1550,253565772,92,184,11545348,0,0,0,0,0,0
201612,04,277000,025,0280,57380 ,00000 ,39843 ,999,39140, ,1,86301      ,4,8,11,Prescott,341,341,106784485,2,4,581416,0,0,0,1,16,1362330,316,316,99717969,2,4,581416,0,0,0,0,0,0
201612,04,281000,025,0282,57450 ,00000 ,38822 ,999,39140, , ,863142275  ,4,8,12,Prescott Valley town,472,472,108354957,4,8,1224937,0,0,0,17,214,27609988,472,472,108354957,4,8,1224937,0,0,0,17,214,27609988
201612,04,289000,013,0284,58150 ,00000 ,25912 ,999,38060,2, ,852429311  ,4,8,12,Queen Creek town,1096,1096,433477550,0,0,0,0,0,0,0,0,0,1096,1096,433477550,0,0,0,0,0,0,0,0,0
201612,04,293000,009,0298,62000 ,00000 ,9566 ,999,99999, , ,85548      ,4,8,12,Safford,13,13,1898745,0,0,0,0,0,0,0,0,0,13,13,1898745,0,0,0,0,0,0,0,0,0
201612,04,294000,019,0303,62140 ,00000 ,25259 ,536,46060, , ,85629      ,4,8,12,Sahuarita town,250,250,70073433,0,0,0,0,0,0,0,0,0,250,250,70073433,0,0,0,0,0,0,0,0,0
201612,04,297000,027,0321,63470 ,00000 ,25505 ,999,49740, , ,85349      ,4,8,12,San Luis,193,193,28178703,0,0,0,0,0,0,0,0,0,193,193,28178703,0,0,0,0,0,0,0,0,0
201612,04,301000,023,    ,99990 ,00000 ,25670 ,999,99999, , ,856481090  ,4,8,12,Santa Cruz County Unincorporated Area,68,68,15553340,0,0,0,0,0,0,0,0,0,68,68,15553340,0,0,0,0,0,0,0,0,0
201612,04,305000,013,0327,65000 ,00000 ,217385 ,999,38060, ,1,85251      ,4,8,12,Scottsdale,684,684,190593347,10,20,3395667,0,0,0,9,672,65498810,684,684,190593347,10,20,3395667,0,0,0,9,672,65498810
201612,04,317000,017,0337,66470 ,00000 ,10660 ,999,99999, , ,85901      ,4,8,12,Show Low,66,66,13433954,0,0,0,0,0,0,0,0,0,66,66,13433954,0,0,0,0,0,0,0,0,0
201612,04,321000,003,0338,66820 ,00000 ,43888 ,999,43420, ,1,85635      ,4,8,12,Sierra Vista,60,60,9957619,0,0,0,0,0,0,0,0,0,60,60,9957619,0,0,0,0,0,0,0,0,0
201612,04,329000,027,0342,68080 ,00000 ,14287 ,999,49740, , ,85350      ,4,8,6,Somerton,109,109,14504153,0,0,0,0,0,0,0,0,0,43,43,8892407,0,0,0,0,0,0,0,0,0
201612,04,333000,019,0344,68850 ,00000 ,5652 ,536,46060, , ,857132803  ,4,8,9,South Tucson,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
201612,04,349000,013,0361,71510 ,00000 ,117517 ,999,38060, , ,85374      ,4,8,12,Surprise,523,523,163593929,0,0,0,0,0,0,1,100,9471663,523,523,163593929,0,0,0,0,0,0,1,100,9471663
201612,04,353000,017,0366,72420 ,00000 ,4112 ,999,99999, , ,85939      ,4,8,0,Taylor town,5,5,899935,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
201612,04,357000,013,0368,73000 ,00000 ,161719 ,999,38060, ,1,85281      ,4,8,12,Tempe,85,85,18480428,3,6,1050000,0,0,0,17,1494,159997028,85,85,18480428,3,6,1050000,0,0,0,17,1494,159997028
201612,04,365000,013,0372,74190 ,00000 ,6545 ,999,38060, , ,85353      ,4,8,5,Tolleson,4,4,997045,0,0,0,0,0,0,0,0,0,2,2,376447,0,0,0,0,0,0,0,0,0
201612,04,373000,019,0385,77000 ,00000 ,520116 ,536,46060, ,1,85726      ,4,8,0,Tucson,456,456,101508559,13,26,3510562,0,0,0,20,395,55874598,0,0,0,0,0,0,0,0,0,0,0,0
201612,04,381000,013,0397,82740 ,00000 ,6363 ,999,38060,2, ,85390      ,4,8,11,Wickenburg town,129,129,33300547,0,0,0,0,0,0,0,0,0,122,122,31444185,0,0,0,0,0,0,0,0,0
201612,04,401000,025,    ,99990 ,00000 ,83782 ,999,39140, , ,86305      ,4,8,12,Yavapai County Unincorporated Area,302,302,72930155,1,2,265310,0,0,0,0,0,0,302,302,72930155,1,2,265310,0,0,0,0,0,0
201612,04,405000,013,0416,85400 ,00000 ,6156 ,999,38060, , ,853631212  ,4,8,12,Youngtown town,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
201612,04,409000,027,0420,85540 ,00000 ,93064 ,999,49740, ,1,85366      ,4,8,12,Yuma,449,449,75313963,0,0,0,2,7,711986,0,0,0,449,449,75313963,0,0,0,2,7,711986,0,0,0
201612,04,413000,027,    ,99990 ,00000 ,60013 ,999,49740, , ,85364      ,4,8,12,Yuma County Unincorporated Area,128,128,17873953,0,0,0,0,0,0,0,0,0,128,128,17873953,0,0,0,0,0,0,0,0,0
201612,06,001000,071,0003,00296 ,00000 ,31765 ,348,40140, , ,92301      ,4,9,12,Adelanto,6,6,1396123,0,0,0,0,0,0,0,0,0,6,6,1396123,0,0,0,0,0,0,0,0,0
201612,06,002000,037,0007,00394 ,00000 ,20330 ,348,31080, , ,91301      ,4,9,12,Agoura Hills,3,3,1540000,0,0,0,0,0,0,0,0,0,3,3,1540000,0,0,0,0,0,0,0,0,0
201612,06,003000,001,0010,00562 ,00000 ,73812 ,488,41860, , ,94501      ,4,9,12,Alameda,59,59,15506677,0,0,0,0,0,0,1,31,3900000,59,59,15506677,0,0,0,0,0,0,1,31,3900000
201612,06,004000,001,    ,99990 ,00000 ,141266 ,488,41860, , ,94544      ,4,9,12,Alameda County Unincorporated Area,22,22,10687723,5,10,3202569,0,0,0,0,0,0,22,22,10687723,5,10,3202569,0,0,0,0,0,0
201612,06,005000,001,0020,00674 ,00000 ,18539 ,488,41860, , ,94706      ,4,9,12,Albany,3,3,267880,0,0,0,0,0,0,1,175,30290637,3,3,267880,0,0,0,0,0,0,1,175,30290637
201612,06,006000,037,0025,00884 ,00000 ,83089 ,348,31080, , ,91801      ,4,9,11,Alhambra,23,23,4522222,0,0,0,0,0,0,1,29,3879525,22,22,4307000,0,0,0,0,0,0,0,0,0
201612,06,006200,059,0027,00947 ,00000 ,47823 ,348,31080, , ,92656      ,4,9,11,Aliso Viejo,0,0,0,0,0,0,0,0,0,1,69,7179454,0,0,0,0,0,0,0,0,0,0,0,0
201612,06,011000,059,0070,02000 ,00000 ,336265 ,348,31080, ,1,92803      ,4,9,12,Anaheim,129,129,35184722,1,2,200000,3,11,1575498,12,797,105901316,129,129,35184722,1,2,200000,3,11,1575498,12,797,105901316
201612,06,014000,013,0085,02252 ,00000 ,102372 ,488,41860, , ,94531      ,4,9,12,Antioch,42,42,12579971,0,0,0,0,0,0,2,85,15509460,42,42,12579971,0,0,0,0,0,0,2,85,15509460
201612,06,015000,071,0090,02364 ,00000 ,69135 ,348,40140, , ,92307      ,4,9,12,Apple Valley town,148,148,20255590,0,0,0,0,0,0,0,0,0,148,148,20255590,0,0,0,0,0,0,0,0,0
201612,06,016000,037,0246,02462 ,00000 ,56364 ,348,31080, ,1,91007      ,4,9,0,Arcadia,75,75,32349028,0,0,0,0,0,0,27,192,16858831,0,0,0,0,0,0,0,0,0,0,0,0
201612,06,019000,037,0135,02896 ,00000 ,16522 ,348,31080, , ,90701      ,4,9,0,Artesia,7,7,1388570,0,0,0,2,6,810000,1,5,300000,0,0,0,0,0,0,0,0,0,0,0,0
201612,06,022000,081,0150,03092 ,00000 ,6914 ,488,41860, , ,94027      ,4,9,12,Atherton town,27,27,80241156,0,0,0,0,0,0,0,0,0,27,27,80241156,0,0,0,0,0,0,0,0,0
201612,06,024000,061,0160,03204 ,00000 ,13330 ,472,40900, , ,95603      ,4,9,12,Auburn,21,21,6541808,0,0,0,0,0,0,0,0,0,21,21,6541808,0,0,0,0,0,0,0,0,0
201612,06,025000,037,0165,03274 ,00000 ,3728 ,348,31080, , ,90704      ,4,9,12,Avalon,2,2,1148300,0,0,0,0,0,0,0,0,0,2,2,1148300,0,0,0,0,0,0,0,0,0
201612,06,027000,037,0378,03386 ,00000 ,46361 ,348,31080, , ,917022514  ,4,9,12,Azusa,63,63,34805493,0,0,0,0,0,0,6,43,11938622,63,63,34805493,0,0,0,0,0,0,6,43,11938622
201612,06,028000,029,0180,03526 ,00000 ,347483 ,999,12540, ,1,93301      ,4,9,0,Bakersfield,1559,1559,389739204,2,4,500452,2,6,589812,15,148,13594540,0,0,0,0,0,0,0,0,0,0,0,0
201612,06,029000,037,0185,03666 ,00000 ,75390 ,348,31080, , ,91706      ,4,9,12,Baldwin Park,24,24,5175376,0,0,0,1,4,624060,0,0,0,24,24,5175376,0,0,0,1,4,624060,0,0,0
