Survey,State,6-Digit,County,Census Place,FIPS Place,FIPS MCD,Pop,CSA,CBSA,Footnote,Central,Zip,Region,Division,Number of,Place,,1-unit,,,2-units,,,3-4 units,,,5+ units,,,1-unit rep,,,2-units rep,,,3-4 units rep,,,5+ units rep
201912,06,243000,085,1625,43294 ,00000 ,7922 ,488,41940, , ,94022      ,4,9,12,Los Altos Hills town,11,11,14078347,0,0,0,0,0,0,0,0,0,11,11,14078347,0,0,0,0,0,0,0,0,0
201912,06,244000,037,1630,44000 ,00000 ,3792621 ,348,31080, ,1,90012      ,4,9,12,Los Angeles,2647,2647,810418848,605,1210,222041419,0,0,0,264,10530,2278633692,2647,2647,810418848,605,1210,222041419,0,0,0,264,10530,2278633692
201912,06,245000,037,    ,99990 ,00000 ,1057426 ,348,31080, , ,918021460  ,4,9,12,Los Angeles County Unincorporated Area,538,538,184620375,31,62,15528420,5,18,3547687,16,306,63940613,538,538,184620375,31,62,15528420,5,18,3547687,16,306,63940613
201912,06,247000,085,1640,44112 ,00000 ,29413 ,488,41940, , ,95030      ,4,9,12,Los Gatos town,25,25,19082802,0,0,0,1,4,600000,0,0,0,25,25,19082802,0,0,0,1,4,600000,0,0,0
201912,06,249000,037,1660,44574 ,00000 ,69772 ,348,31080, , ,90262      ,4,9,12,Lynwood,14,14,2086000,1,2,356000,1,4,407000,0,0,0,14,14,2086000,1,2,356000,1,4,407000,0,0,0
201912,06,250000,039,1680,45022 ,00000 ,61416 ,260,31460, ,1,93637      ,4,9,12,Madera,171,171,29340000,0,0,0,0,0,0,0,0,0,171,171,29340000,0,0,0,0,0,0,0,0,0
201912,06,251000,039,    ,99990 ,00000 ,70729 ,260,31460, , ,93637      ,4,9,12,Madera County Unincorporated Area,462,462,131879999,0,0,0,0,0,0,0,0,0,462,462,131879999,0,0,0,0,0,0,0,0,0
201912,06,251500,037,1685,45246 ,00000 ,12645 ,348,31080, , ,902654865  ,4,9,12,Malibu,64,64,95363050,0,0,0,0,0,0,0,0,0,64,64,95363050,0,0,0,0,0,0,0,0,0
201912,06,252000,051,1687,45358 ,00000 ,8234 ,999,99999, , ,93546      ,4,9,11,Mammoth Lakes town,34,34,9447860,1,2,593569,2,6,1567524,0,0,0,32,32,8802162,1,2,593569,2,6,1567524,0,0,0
201912,06,253000,037,1690,45400 ,00000 ,35135 ,348,31080, , ,90266      ,4,9,6,Manhattan Beach,96,96,67613227,1,2,735012,0,0,0,0,0,0,42,42,32291902,1,2,735012,0,0,0,0,0,0
201912,06,254000,077,4434,45484 ,00000 ,67096 ,488,44700, , ,95337      ,4,9,12,Manteca,517,517,168161269,0,0,0,0,0,0,10,172,22051342,517,517,168161269,0,0,0,0,0,0,10,172,22051342
201912,06,256000,041,    ,99990 ,00000 ,67427 ,488,41860, , ,94903      ,4,9,12,Marin County Unincorporated Area,49,49,34198000,0,0,0,0,0,0,0,0,0,49,49,34198000,0,0,0,0,0,0,0,0,0
201912,06,259000,013,1710,46114 ,00000 ,35824 ,488,41860, , ,945532394  ,4,9,12,Martinez,4,4,926000,0,0,0,0,0,0,0,0,0,4,4,926000,0,0,0,0,0,0,0,0,0
201912,06,261000,037,1730,46492 ,00000 ,27395 ,348,31080, , ,90270      ,4,9,12,Maywood,3,3,295834,2,4,606919,0,0,0,0,0,0,3,3,295834,2,4,606919,0,0,0,0,0,0
201912,06,263000,045,    ,99990 ,00000 ,59156 ,999,99999,2, ,95482      ,4,9,0,Mendocino County Unincorporated Area,122,122,13877901,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
201912,06,264000,019,1740,46828 ,00000 ,11014 ,260,23420, , ,93640      ,4,9,0,Mendota,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
201912,06,265000,081,1745,46870 ,00000 ,32026 ,488,41860, , ,94025      ,4,9,8,Menlo Park,49,49,39040415,0,0,0,0,0,0,5,196,53034351,31,31,26870511,0,0,0,0,0,0,1,138,45750000
201912,06,265300,065,1743,46842 ,00000 ,77519 ,348,40140, , ,92586      ,4,9,12,Menifee,1017,1017,279614730,6,12,2156052,0,0,0,32,320,40656642,1017,1017,279614730,6,12,2156052,0,0,0,32,320,40656642
201912,06,267000,047,    ,99990 ,00000 ,89167 ,488,32900, , ,95340      ,4,9,12,Merced County Unincorporated Area,108,108,25282827,0,0,0,0,0,0,0,0,0,108,108,25282827,0,0,0,0,0,0,0,0,0
201912,06,268000,041,1765,47710 ,00000 ,13903 ,488,41860, , ,94941      ,4,9,7,Mill Valley,25,25,16104850,5,10,7656250,0,0,0,0,0,0,17,17,8873885,0,0,0,0,0,0,0,0,0
201912,06,269000,081,1760,47486 ,00000 ,21532 ,488,41860, , ,94030      ,4,9,11,Millbrae,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
201912,06,270000,085,1770,47766 ,00000 ,66790 ,488,41940, ,1,950355479  ,4,9,12,Milpitas,131,131,42421593,0,0,0,0,0,0,3,228,68768260,131,131,42421593,0,0,0,0,0,0,3,228,68768260
201912,06,271000,059,1786,48256 ,00000 ,93305 ,348,31080, , ,92691      ,4,9,12,Mission Viejo,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
201912,06,275000,037,1800,48648 ,00000 ,36590 ,348,31080, , ,910165107  ,4,9,6,Monrovia,18,18,2791493,1,2,405000,0,0,0,0,0,0,7,7,567775,1,2,405000,0,0,0,0,0,0
201912,06,277000,071,1815,48788 ,00000 ,36664 ,348,40140, , ,91763      ,4,9,12,Montclair,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
201912,06,278000,085,1835,48956 ,00000 ,3341 ,488,41940, , ,95030      ,4,9,12,Monte Sereno,10,10,14985608,0,0,0,0,0,0,0,0,0,10,10,14985608,0,0,0,0,0,0,0,0,0
201912,06,279000,037,1820,48816 ,00000 ,62500 ,348,31080, , ,90640      ,4,9,9,Montebello,13,13,4821259,0,0,0,0,0,0,0,0,0,10,10,4300000,0,0,0,0,0,0,0,0,0
201912,06,281000,053,    ,99990 ,00000 ,100213 ,999,41500, , ,93901      ,4,9,12,Monterey County Unincorporated Area,154,154,57152421,0,0,0,4,13,4081208,7,42,11426338,154,154,57152421,0,0,0,4,13,4081208,7,42,11426338
201912,06,282000,037,1830,48914 ,00000 ,60269 ,348,31080, , ,91754      ,4,9,12,Monterey Park,13,13,4255352,0,0,0,0,0,0,0,0,0,13,13,4255352,0,0,0,0,0,0,0,0,0
201912,06,285000,065,1849,49270 ,00000 ,193365 ,348,40140, , ,925520805  ,4,9,12,Moreno Valley,315,315,79983080,0,0,0,0,0,0,1,14,2850930,315,315,79983080,0,0,0,0,0,0,1,14,2850930
201912,06,286000,085,1850,49278 ,00000 ,37882 ,488,41940, , ,95037      ,4,9,12,Morgan Hill,133,133,41705214,9,18,5335329,3,9,2233618,1,39,10640624,133,133,41705214,9,18,5335329,3,9,2233618,1,39,10640624
201912,06,289000,085,1863,49670 ,00000 ,74066 ,488,41940, ,1,94039      ,4,9,6,Mountain View,79,79,27042937,2,4,1041264,6,21,5565900,21,565,95037399,35,35,11401138,2,4,1041264,5,18,4809008,13,343,60551967
201912,06,290000,065,1877,50076 ,00000 ,103466 ,348,40140, , ,92562      ,4,9,12,Murrieta,162,162,44634650,15,30,10680000,1,4,126018,5,132,17461908,162,162,44634650,15,30,10680000,1,4,126018,5,132,17461908
201912,06,293000,073,1885,50398 ,00000 ,58582 ,999,41740, , ,919504397  ,4,9,11,National City,4,4,579470,0,0,0,0,0,0,2,29,2603906,4,4,579470,0,0,0,0,0,0,1,13,598780
201912,06,294000,071,1890,50734 ,00000 ,4844 ,348,40140, , ,92363      ,4,9,12,Needles,3,3,1292986,0,0,0,0,0,0,0,0,0,3,3,1292986,0,0,0,0,0,0,0,0,0
201912,06,296000,057,    ,99990 ,00000 ,66656 ,999,99999,2, ,95959      ,4,9,12,Nevada County Unincorporated Area,273,273,81938281,0,0,0,0,0,0,0,0,0,273,273,81938281,0,0,0,0,0,0,0,0,0
201912,06,297000,001,1900,50916 ,00000 ,42573 ,488,41860, , ,94560      ,4,9,0,Newark,266,266,81414762,0,0,0,7,22,6282547,21,155,40327097,0,0,0,0,0,0,0,0,0,0,0,0
201912,06,299000,059,1912,51182 ,00000 ,85186 ,348,31080, ,1,92660      ,4,9,0,Newport Beach,125,125,103899963,25,50,16666964,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
201912,06,300000,065,1919,51560 ,00000 ,27063 ,348,40140, , ,92860      ,4,9,12,Norco,5,5,1833644,0,0,0,0,0,0,0,0,0,5,5,1833644,0,0,0,0,0,0,0,0,0
201912,06,301000,037,1950,52526 ,00000 ,105549 ,348,31080, , ,90650      ,4,9,12,Norwalk,6,6,1527197,0,0,0,0,0,0,0,0,0,6,6,1527197,0,0,0,0,0,0,0,0,0
201912,06,302000,041,1955,52582 ,00000 ,51904 ,488,41860, , ,94945      ,4,9,11,Novato,75,75,21898953,0,0,0,0,0,0,1,49,10531745,74,74,20923865,0,0,0,0,0,0,1,49,10531745
201912,06,304000,001,1970,53000 ,00000 ,390724 ,488,41860, ,1,94612      ,4,9,12,Oakland,282,282,79035786,15,30,7706638,8,31,7517090,26,1519,266612760,282,282,79035786,15,30,7706638,8,31,7517090,26,1519,266612760
201912,06,304100,013,1975,53070 ,00000 ,35432 ,488,41860, , ,94561      ,4,9,12,Oakley,262,262,72635720,0,0,0,0,0,0,0,0,0,262,262,72635720,0,0,0,0,0,0,0,0,0
201912,06,305000,073,1990,53322 ,00000 ,167086 ,999,41740, , ,92054      ,4,9,12,Oceanside,71,71,12624356,8,16,4154655,19,70,14569521,34,199,33572601,71,71,12624356,8,16,4154655,19,70,14569521,34,199,33572601
201912,06,307000,071,2005,53896 ,00000 ,163924 ,348,40140, ,1,91764      ,4,9,12,Ontario,1167,1167,291300584,0,0,0,3,9,1088042,21,255,33691137,1167,1167,291300584,0,0,0,3,9,1088042,21,255,33691137
201912,06,308000,059,2015,53980 ,00000 ,136416 ,348,31080, ,1,92866      ,4,9,12,Orange,75,75,22486229,0,0,0,1,3,585989,2,362,40001533,75,75,22486229,0,0,0,1,3,585989,2,362,40001533
201912,06,309000,059,    ,99990 ,00000 ,121160 ,348,31080, , ,92701      ,4,9,12,Orange County Unincorporated Area,217,217,59619812,15,30,6338987,1,4,931215,0,0,0,217,217,59619812,15,30,6338987,1,4,931215,0,0,0
201912,06,310000,019,2020,54008 ,00000 ,9078 ,260,23420, , ,93646      ,4,9,11,Orange Cove,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
201912,06,313000,007,2045,54386 ,00000 ,15546 ,999,17020, , ,95965      ,4,9,12,Oroville,60,60,14819924,0,0,0,0,0,0,2,12,533000,60,60,14819924,0,0,0,0,0,0,2,12,533000
201912,06,314000,111,2050,54652 ,00000 ,197899 ,348,37100, ,1,93030      ,4,9,12,Oxnard,63,63,22414254,15,30,8467864,9,27,7257247,1,20,3856665,63,63,22414254,15,30,8467864,9,27,7257247,1,20,3856665
201912,06,316000,081,2060,54806 ,00000 ,37234 ,488,41860, , ,94044      ,4,9,4,Pacifica,6,6,2898508,0,0,0,0,0,0,0,0,0,2,2,800000,0,0,0,0,0,0,0,0,0
201912,06,317000,065,2080,55184 ,00000 ,48445 ,348,40140, ,1,92260      ,4,9,12,Palm Desert,88,88,41590347,0,0,0,2,6,932278,2,304,57155200,88,88,41590347,0,0,0,2,6,932278,2,304,57155200
201912,06,318000,065,2085,55254 ,00000 ,44552 ,348,40140, , ,92263      ,4,9,12,Palm Springs,200,200,59668207,0,0,0,1,3,3874998,1,5,350000,200,200,59668207,0,0,0,1,3,3874998,1,5,350000
201912,06,319000,037,2072,55156 ,00000 ,152750 ,348,31080, , ,93550      ,4,9,12,Palmdale,73,73,17843944,0,0,0,0,0,0,1,80,5646901,73,73,17843944,0,0,0,0,0,0,1,80,5646901
201912,06,320000,085,2090,55282 ,00000 ,64403 ,488,41940, ,1,94301      ,4,9,12,Palo Alto,102,102,73761458,0,0,0,0,0,0,0,0,0,102,102,73761458,0,0,0,0,0,0,0,0,0
201912,06,321000,037,2095,55380 ,00000 ,13438 ,348,31080, , ,90274      ,4,9,0,Palos Verdes Estates,21,21,15340815,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
201912,06,323000,037,2105,55618 ,00000 ,54098 ,348,31080, , ,90723      ,4,9,12,Paramount,3,3,861025,0,0,0,0,0,0,0,0,0,3,3,861025,0,0,0,0,0,0,0,0,0
201912,06,324000,019,2120,55856 ,00000 ,14494 ,260,23420, , ,936482433  ,4,9,5,Parlier,19,19,3312347,0,0,0,0,0,0,5,27,3596248,10,10,2112580,0,0,0,0,0,0,0,0,0
201912,06,325000,037,5508,56000 ,00000 ,137122 ,348,31080, ,1,911011704  ,4,9,12,Pasadena,35,35,9324278,3,6,1549003,2,8,2215165,13,203,43200420,35,35,9324278,3,6,1549003,2,8,2215165,13,203,43200420
201912,06,328000,065,5568,56700 ,00000 ,68386 ,348,40140, , ,925702200  ,4,9,3,Perris,137,137,23941860,0,0,0,0,0,0,3,20,1390362,35,35,6133198,0,0,0,0,0,0,0,0,0
201912,06,330000,037,2145,56924 ,00000 ,62942 ,348,31080, , ,906601016  ,4,9,0,Pico Rivera,13,13,2990088,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
201912,06,331000,001,2150,56938 ,00000 ,10667 ,488,41860, , ,94611      ,4,9,12,Piedmont,1,1,1300000,0,0,0,0,0,0,0,0,0,1,1,1300000,0,0,0,0,0,0,0,0,0
201912,06,332000,013,2160,57288 ,00000 ,18390 ,488,41860, , ,94564      ,4,9,0,Pinole,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
201912,06,334000,013,2175,57456 ,00000 ,63264 ,488,41860, , ,94565      ,4,9,12,Pittsburg,99,99,20915878,0,0,0,0,0,0,0,0,0,99,99,20915878,0,0,0,0,0,0,0,0,0
201912,06,335000,059,2195,57526 ,00000 ,50533 ,348,31080, , ,92870      ,4,9,1,Placentia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
201912,06,336000,061,    ,99990 ,00000 ,108128 ,472,40900, , ,95603      ,4,9,12,Placer County Unincorporated Area,313,313,158518604,1,2,740377,0,0,0,1,90,29065922,313,313,158518604,1,2,740377,0,0,0,1,90,29065922
201912,06,337000,017,2200,57540 ,00000 ,10389 ,472,40900, , ,95667      ,4,9,12,Placerville,12,12,3894604,0,0,0,0,0,0,0,0,0,12,12,3894604,0,0,0,0,0,0,0,0,0
201912,06,338000,013,2210,57764 ,00000 ,33152 ,488,41860, , ,94523      ,4,9,12,Pleasant Hill,20,20,6387991,0,0,0,0,0,0,0,0,0,20,20,6387991,0,0,0,0,0,0,0,0,0
201912,06,339000,001,2215,57792 ,00000 ,70285 ,488,41860, ,1,94566      ,4,9,4,Pleasanton,71,71,37698756,3,6,1728837,0,0,0,9,72,11487148,41,41,20639723,0,0,0,0,0,0,1,31,3970400
201912,06,340000,063,    ,99990 ,00000 ,17903 ,999,99999, , ,959719143  ,4,9,12,Plumas County Unincorporated Area,38,38,7369881,0,0,0,0,0,0,0,0,0,38,38,7369881,0,0,0,0,0,0,0,0,0
201912,06,343000,037,2230,58072 ,00000 ,149058 ,348,31080, , ,91766      ,4,9,12,Pomona,98,98,14553617,1,2,367755,2,8,1070751,0,0,0,98,98,14553617,1,2,367755,2,8,1070751,0,0,0
201912,06,345000,107,2245,58240 ,00000 ,54165 ,999,47300, , ,93257      ,4,9,12,Porterville,104,104,29478100,0,0,0,2,8,1187900,0,0,0,104,104,29478100,0,0,0,2,8,1187900,0,0,0
201912,06,346000,063,2255,58352 ,00000 ,2104 ,999,99999, , ,96122      ,4,9,12,Portola,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
201912,06,347000,081,2257,58380 ,00000 ,4353 ,488,41860, , ,94028      ,4,9,12,Portola Valley town,10,10,15062056,0,0,0,0,0,0,0,0,0,10,10,15062056,0,0,0,0,0,0,0,0,0
201912,06,348000,073,2260,58520 ,00000 ,47811 ,999,41740, ,1,92064      ,4,9,12,Poway,20,20,6076352,0,0,0,0,0,0,1,54,7151378,20,20,6076352,0,0,0,0,0,0,1,54,7151378
201912,06,348900,067,2277,59444 ,00000 ,64776 ,472,40900, ,1,956706111  ,4,9,12,Rancho Cordova,561,561,156536708,0,0,0,0,0,0,0,0,0,561,561,156536708,0,0,0,0,0,0,0,0,0
201912,06,349000,071,2278,59451 ,00000 ,165269 ,348,40140, , ,91730      ,4,9,12,Rancho Cucamonga,137,137,23896403,0,0,0,11,41,7494399,18,256,46222182,137,137,23896403,0,0,0,11,41,7494399,18,256,46222182
201912,06,350000,065,2281,59500 ,00000 ,17218 ,348,40140, , ,92270      ,4,9,12,Rancho Mirage,194,194,51542291,0,0,0,0,0,0,0,0,0,194,194,51542291,0,0,0,0,0,0,0,0,0
201912,06,351000,037,2284,59514 ,00000 ,41643 ,348,31080, , ,90274      ,4,9,11,Rancho Palos Verdes,15,15,13345694,0,0,0,0,0,0,0,0,0,13,13,12481043,0,0,0,0,0,0,0,0,0
201912,06,351500,059,2288,59587 ,00000 ,47853 ,348,31080, , ,926882824  ,4,9,12,Rancho Santa Margarita,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
201912,06,353000,089,2296,59920 ,00000 ,89861 ,454,39820, ,1,96001      ,4,9,12,Redding,227,227,66071957,0,0,0,0,0,0,3,67,7217640,227,227,66071957,0,0,0,0,0,0,3,67,7217640
201912,06,354000,071,2297,59962 ,00000 ,68747 ,348,40140, ,1,92373      ,4,9,12,Redlands,113,113,33873690,0,0,0,0,0,0,0,0,0,113,113,33873690,0,0,0,0,0,0,0,0,0
201912,06,355000,037,2300,60018 ,00000 ,66748 ,348,31080, , ,90277      ,4,9,12,Redondo Beach,94,94,33595365,2,4,984465,6,18,6092254,0,0,0,94,94,33595365,2,4,984465,6,18,6092254,0,0,0
201912,06,356000,081,2305,60102 ,00000 ,76815 ,488,41860, ,1,940640391  ,4,9,12,Redwood City,41,41,13087927,1,2,519360,2,8,2222717,6,150,41092208,41,41,13087927,1,2,519360,2,8,2222717,6,150,41092208
201912,06,357000,019,2315,60242 ,00000 ,24194 ,260,23420, , ,93654      ,4,9,9,Reedley,3,3,385000,0,0,0,0,0,0,0,0,0,3,3,385000,0,0,0,0,0,0,0,0,0
201912,06,358000,071,2320,60466 ,00000 ,99171 ,348,40140, , ,92376      ,4,9,12,Rialto,42,42,11762867,0,0,0,0,0,0,0,0,0,42,42,11762867,0,0,0,0,0,0,0,0,0
201912,06,359000,013,2330,60620 ,00000 ,103701 ,488,41860, , ,94804      ,4,9,12,Richmond,50,50,5217841,0,0,0,0,0,0,0,0,0,50,50,5217841,0,0,0,0,0,0,0,0,0
201912,06,364000,099,2360,61068 ,00000 ,22678 ,488,33700, , ,95367      ,4,9,12,Riverbank,16,16,2946406,0,0,0,0,0,0,0,0,0,16,16,2946406,0,0,0,0,0,0,0,0,0
201912,06,365000,065,2370,62000 ,00000 ,303871 ,348,40140, ,1,92522      ,4,9,12,Riverside,170,170,35892006,4,8,1222156,0,0,0,17,501,63113062,170,170,35892006,4,8,1222156,0,0,0,17,501,63113062
201912,06,366000,065,    ,99990 ,00000 ,504392 ,348,40140, , ,92501      ,4,9,12,Riverside County Unincorporated Area,1750,1750,558777774,0,0,0,0,0,0,0,0,0,1750,1750,558777774,0,0,0,0,0,0,0,0,0
201912,06,367000,061,2375,62364 ,00000 ,56974 ,472,40900, , ,95677      ,4,9,12,Rocklin,439,439,154147433,0,0,0,0,0,0,0,0,0,439,439,154147433,0,0,0,0,0,0,0,0,0
201912,06,368000,097,2377,62546 ,00000 ,40971 ,488,42220, , ,949282411  ,4,9,12,Rohnert Park,195,195,42615796,0,0,0,0,0,0,0,0,0,195,195,42615796,0,0,0,0,0,0,0,0,0
201912,06,369000,037,2385,62602 ,00000 ,1860 ,348,31080, , ,918021460  ,4,9,12,Rolling Hills,1,1,1040000,0,0,0,0,0,0,0,0,0,1,1,1040000,0,0,0,0,0,0,0,0,0
201912,06,370000,037,2387,62644 ,00000 ,8067 ,348,31080, , ,918021460  ,4,9,12,Rolling Hills Estates,3,3,1923000,0,0,0,0,0,0,0,0,0,3,3,1923000,0,0,0,0,0,0,0,0,0
201912,06,371000,037,2400,62896 ,00000 ,53764 ,348,31080, , ,91770      ,4,9,4,Rosemead,68,68,14621344,0,0,0,0,0,0,8,40,4577245,22,22,3817707,0,0,0,0,0,0,0,0,0
201912,06,372000,061,2405,62938 ,00000 ,118788 ,472,40900, ,1,95678      ,4,9,12,Roseville,998,998,264809748,0,0,0,0,0,0,3,215,12200429,998,998,264809748,0,0,0,0,0,0,3,215,12200429
201912,06,373000,041,2407,62980 ,00000 ,2415 ,488,41860, , ,94957      ,4,9,12,Ross town,2,2,1055350,0,0,0,0,0,0,0,0,0,2,2,1055350,0,0,0,0,0,0,0,0,0
201912,06,374000,067,2420,64000 ,00000 ,466488 ,472,40900, ,1,95811      ,4,9,12,Sacramento,1538,1538,413386269,62,124,18059344,9,34,5990567,27,1305,194840441,1538,1538,413386269,62,124,18059344,9,34,5990567,27,1305,194840441
201912,06,375000,067,    ,99990 ,00000 ,554554 ,472,40900, , ,95827      ,4,9,12,Sacramento County Unincorporated Area,509,509,191235547,0,0,0,0,0,0,0,0,0,509,509,191235547,0,0,0,0,0,0,0,0,0
201912,06,376000,053,2435,64224 ,00000 ,150441 ,999,41500, ,1,93901      ,4,9,12,Salinas,80,80,16944039,2,4,892480,0,0,0,2,12,700000,80,80,16944039,2,4,892480,0,0,0,2,12,700000
201912,06,377000,041,2445,64434 ,00000 ,12336 ,488,41860, , ,94960      ,4,9,8,San Anselmo town,6,6,2437328,1,2,950000,0,0,0,0,0,0,3,3,1355000,1,2,950000,0,0,0,0,0,0
201912,06,378000,069,    ,99990 ,00000 ,18479 ,488,41940, , ,95023      ,4,9,12,San Benito County Unincorporated Area,234,234,65780848,1,2,250000,0,0,0,0,0,0,234,234,65780848,1,2,250000,0,0,0,0,0,0
201912,06,379000,071,2450,65000 ,00000 ,209924 ,348,40140, ,1,924180001  ,4,9,12,San Bernardino,59,59,18336718,0,0,0,0,0,0,4,32,2957106,59,59,18336718,0,0,0,0,0,0,4,32,2957106
201912,06,380000,071,    ,99990 ,00000 ,291776 ,348,40140, , ,924150187  ,4,9,12,San Bernardino County Unincorporated Area,164,164,45475503,0,0,0,0,0,0,0,0,0,164,164,45475503,0,0,0,0,0,0,0,0,0
201912,06,381000,081,2455,65028 ,00000 ,41114 ,488,41860, , ,94066      ,4,9,12,San Bruno,2,2,610000,0,0,0,0,0,0,2,30,13485700,2,2,610000,0,0,0,0,0,0,2,30,13485700
201912,06,382000,111,2460,65042 ,00000 ,106433 ,348,37100, ,1,93002      ,4,9,10,San Buenaventura,14,14,2713951,1,2,204705,0,0,0,12,241,31441198,3,3,348311,0,0,0,0,0,0,10,231,29502196
201912,06,383000,081,2465,65070 ,00000 ,28406 ,488,41860, , ,940703085  ,4,9,12,San Carlos,3,3,1070000,0,0,0,0,0,0,4,33,12963545,3,3,1070000,0,0,0,0,0,0,4,33,12963545
201912,06,384000,059,2470,65084 ,00000 ,63522 ,348,31080, , ,92673      ,4,9,12,San Clemente,43,43,21732319,1,2,646432,0,0,0,0,0,0,43,43,21732319,1,2,646432,0,0,0,0,0,0
201912,06,385000,073,2475,66000 ,00000 ,1307402 ,999,41740, ,1,921014154  ,4,9,12,San Diego,580,580,203935147,26,52,10106190,68,241,50339108,65,3068,427648021,580,580,203935147,26,52,10106190,68,241,50339108,65,3068,427648021
201912,06,386000,073,    ,99990 ,00000 ,486604 ,999,41740, , ,92123      ,4,9,12,San Diego County Unincorporated Area,972,972,378566616,7,14,4220442,0,0,0,7,48,4907634,972,972,378566616,7,14,4220442,0,0,0,7,48,4907634
201912,06,387000,037,2477,66070 ,00000 ,33371 ,348,31080, , ,91773      ,4,9,12,San Dimas,20,20,8964528,0,0,0,0,0,0,0,0,0,20,20,8964528,0,0,0,0,0,0,0,0,0
201912,06,388000,037,2480,66140 ,00000 ,23645 ,348,31080, , ,91340      ,4,9,6,San Fernando,48,48,2292535,2,4,600000,3,9,225000,0,0,0,43,43,1928900,0,0,0,0,0,0,0,0,0
201912,06,389000,075,2485,67000 ,00000 ,805235 ,488,41860, ,1,94103      ,4,9,12,San Francisco,22,22,6073858,18,36,6709517,12,40,8115497,31,3102,892895418,22,22,6073858,18,36,6709517,12,40,8115497,31,3102,892895418
201912,06,390000,037,2490,67042 ,00000 ,39718 ,348,31080, , ,917780130  ,4,9,12,San Gabriel,15,15,2073672,0,0,0,0,0,0,0,0,0,15,15,2073672,0,0,0,0,0,0,0,0,0
201912,06,391000,065,2500,67112 ,00000 ,44199 ,348,40140, , ,92583      ,4,9,12,San Jacinto,147,147,19391037,0,0,0,0,0,0,0,0,0,147,147,19391037,0,0,0,0,0,0,0,0,0
201912,06,392000,019,2505,67126 ,00000 ,4001 ,260,23420, , ,93660      ,4,9,11,San Joaquin,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
201912,06,393000,077,    ,99990 ,00000 ,141995 ,488,44700, , ,95205      ,4,9,10,San Joaquin County Unincorporated Area,645,645,193966711,0,0,0,0,0,0,0,0,0,530,530,158418673,0,0,0,0,0,0,0,0,0
201912,06,394000,085,2510,68000 ,00000 ,945942 ,488,41940, ,1,951131905  ,4,9,12,San Jose,514,514,83729638,0,0,0,2,8,1319814,74,1823,244500429,514,514,83729638,0,0,0,2,8,1319814,74,1823,244500429
201912,06,395000,069,2515,68014 ,00000 ,1862 ,488,41940, , ,95045      ,4,9,12,San Juan Bautista,76,76,34651484,0,0,0,0,0,0,0,0,0,76,76,34651484,0,0,0,0,0,0,0,0,0
201912,06,396000,059,2519,68028 ,00000 ,34593 ,348,31080, , ,92675      ,4,9,9,San Juan Capistrano,45,45,21363628,0,0,0,7,21,4626846,0,0,0,34,34,17050737,0,0,0,4,12,2646270,0,0,0
201912,06,397000,001,6420,68084 ,00000 ,84950 ,488,41860, , ,94577      ,4,9,12,San Leandro,34,34,3291226,2,4,156148,0,0,0,0,0,0,34,34,3291226,2,4,156148,0,0,0,0,0,0
201912,06,399000,079,    ,99990 ,00000 ,118118 ,999,42020, , ,93408      ,4,9,12,San Luis Obispo County Unincorporated Area,339,339,102405674,1,2,695955,0,0,0,0,0,0,339,339,102405674,1,2,695955,0,0,0,0,0,0
201912,06,400000,073,2537,68196 ,00000 ,83781 ,999,41740, , ,920692918  ,4,9,12,San Marcos,172,172,31006768,9,18,2819844,5,15,2892771,0,0,0,172,172,31006768,9,18,2819844,5,15,2892771,0,0,0
201912,06,401000,037,2545,68224 ,00000 ,13147 ,348,31080, , ,91108      ,4,9,4,San Marino,8,8,6250300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
201912,06,402000,081,2555,68252 ,00000 ,97207 ,488,41860, ,1,944031388  ,4,9,12,San Mateo,9,9,5134000,0,0,0,0,0,0,4,330,103592177,9,9,5134000,0,0,0,0,0,0,4,330,103592177
201912,06,403000,081,    ,99990 ,00000 ,61222 ,488,41860, , ,94063      ,4,9,11,San Mateo County Unincorporated Area,39,39,32193930,1,2,480300,0,0,0,1,67,10047420,35,35,28430074,1,2,480300,0,0,0,1,67,10047420
