Survey,State,6-Digit,County,Census Place,FIPS Place,FIPS MCD,Pop,CSA,CBSA,Footnote,Central,Zip,Region,Division,Number of,Place,,1-unit,,,2-units,,,3-4 units,,,5+ units,,,1-unit rep,,,2-units rep,,,3-4 units rep,,,5+ units rep
201912,02,233000,170,1410,33800 ,00000 ,1912 ,999,11260, , ,996940027  ,4,9,8,Houston,4,4,1136026,0,0,0,0,0,0,0,0,0,2,2,565670,0,0,0,0,0,0,0,0,0
201912,02,253000,110,    ,99990 ,00000 ,31275 ,999,99999, , ,99801      ,4,9,12,Juneau city and borough,53,53,10106735,1,2,288784,1,4,456905,15,115,14013503,53,53,10106735,1,2,288784,1,4,456905,15,115,14013503
201912,02,277000,122,1630,38420 ,00000 ,7100 ,999,99999, , ,99611      ,4,9,6,Kenai,12,12,2840233,0,0,0,0,0,0,0,0,0,5,5,1340000,0,0,0,0,0,0,0,0,0
201912,02,289000,130,    ,99990 ,00000 ,5016 ,999,99999, , ,999016059  ,4,9,12,Ketchikan Gateway Borough,34,34,9651536,3,6,1036329,2,7,856036,0,0,0,34,34,9651536,3,6,1036329,2,7,856036,0,0,0
201912,02,297000,013,1670,39410 ,00000 ,938 ,999,99999, , ,99612      ,4,9,4,King Cove,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
201912,02,317000,150,1750,40950 ,00000 ,6130 ,999,99999, , ,99615      ,4,9,12,Kodiak City-Kodiak Island Borough,10,10,3905806,0,0,0,0,0,0,1,20,4527884,10,10,3905806,0,0,0,0,0,0,1,20,4527884
201912,02,329000,188,1800,41830 ,00000 ,3201 ,999,99999, , ,99752      ,4,9,11,Kotzebue,5,5,1485670,0,0,0,0,0,0,0,0,0,5,5,1485670,0,0,0,0,0,0,0,0,0
201912,02,409000,290,2330,54150 ,00000 ,94 ,999,99999, , ,996910045  ,4,9,4,Nikolai,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
201912,02,413000,180,2370,54920 ,00000 ,3598 ,999,99999, , ,997620281  ,4,9,1,Nome,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
201912,02,425000,090,2410,55910 ,00000 ,2117 ,999,21820, , ,99705      ,4,9,11,North Pole,7,7,2356675,0,0,0,4,16,2228168,0,0,0,6,6,2088721,0,0,0,4,16,2228168,0,0,0
201912,02,429000,185,    ,99990 ,00000 ,2790 ,999,99999, , ,997230069  ,4,9,11,North Slope Borough,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
201912,02,433000,188,    ,99990 ,00000 ,881 ,999,99999,2, ,99752      ,4,9,2,Northwest Arctic Borough Unincorporated Area,6,6,3560000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
201912,02,457000,170,2510,58660 ,00000 ,5937 ,999,11260, , ,996456748  ,4,9,12,Palmer,13,13,3184411,0,0,0,0,0,0,2,52,6450000,13,13,3184411,0,0,0,0,0,0,2,52,6450000
201912,02,461000,105,2550,59650 ,00000 ,88 ,999,99999, , ,99832      ,4,9,12,Pelican,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
201912,02,465000,195,    ,99990 ,00000 ,2948 ,999,99999, , ,99833      ,4,9,10,Petersburg Borough,11,11,2117938,0,0,0,0,0,0,0,0,0,9,9,1741380,0,0,0,0,0,0,0,0,0
201912,02,505000,013,2900,67020 ,00000 ,976 ,999,99999, , ,99661      ,4,9,12,Sand Point,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
201912,02,525000,122,2950,68340 ,00000 ,255 ,999,99999, , ,99663      ,4,9,10,Seldovia,1,1,35000,0,0,0,0,0,0,0,0,0,1,1,35000,0,0,0,0,0,0,0,0,0
201912,02,529000,122,2960,68560 ,00000 ,2693 ,999,99999, , ,99664      ,4,9,12,Seward,5,5,1040000,3,6,889200,1,4,800000,3,34,1600000,5,5,1040000,3,6,889200,1,4,800000,3,34,1600000
201912,02,557000,220,    ,99990 ,00000 ,8881 ,999,99999, , ,99835      ,4,9,0,Sitka city and borough,10,10,2444738,1,2,306156,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
201912,02,561000,230,3050,70760 ,00000 ,968 ,999,99999, , ,998400415  ,4,9,4,Municipality of Skagway,4,4,566470,6,12,1316666,0,0,0,0,0,0,1,1,50000,0,0,0,0,0,0,0,0,0
201912,02,565000,122,3070,71640 ,00000 ,4163 ,999,99999, , ,99669      ,4,9,3,Soldotna,16,16,3290522,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
201912,02,581000,016,2880,66470 ,00000 ,479 ,999,99999, , ,99660      ,4,9,8,St. Paul,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
201912,02,597000,105,3290,76260 ,00000 ,131 ,999,99999, , ,998410052  ,4,9,12,Tenakee Springs,1,1,282835,0,0,0,0,0,0,0,0,0,1,1,282835,0,0,0,0,0,0,0,0,0
201912,02,625000,016,3430,80770 ,00000 ,4376 ,999,99999, , ,99685      ,4,9,3,Unalaska,4,4,392472,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
201912,02,633000,261,3470,82200 ,00000 ,3976 ,999,99999, , ,99686      ,4,9,12,Valdez,10,10,2087000,0,0,0,0,0,0,0,0,0,10,10,2087000,0,0,0,0,0,0,0,0,0
201912,02,645000,170,3520,83080 ,00000 ,7831 ,999,11260, , ,99654      ,4,9,9,Wasilla,24,24,6854901,11,22,3771056,1,3,359024,0,0,0,13,13,3697943,3,6,1035309,0,0,0,0,0,0
201912,02,653000,261,3550,84510 ,00000 ,220 ,999,99999, , ,996930608  ,4,9,0,Whittier,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
201912,02,657000,275,    ,86380 ,00000 ,2369 ,999,99999, , ,99929      ,4,9,12,Wrangell city and borough,3,3,234500,0,0,0,0,0,0,0,0,0,3,3,234500,0,0,0,0,0,0,0,0,0
201912,02,661000,282,3610,86490 ,00000 ,662 ,999,99999, , ,99689      ,4,9,7,Yakutat city and borough,5,5,834615,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
201912,04,001000,001,    ,99990 ,00000 ,61192 ,999,99999, , ,85936      ,4,8,12,Apache County Unincorporated Area,38,38,9308975,0,0,0,0,0,0,0,0,0,38,38,9308975,0,0,0,0,0,0,0,0,0
201912,04,009000,021,0007,02830 ,00000 ,35546 ,429,38060,2, ,851192899  ,4,8,12,Apache Junction,108,108,15493969,0,0,0,0,0,0,0,0,0,108,108,15493969,0,0,0,0,0,0,0,0,0
201912,04,013000,013,0013,04720 ,00000 ,76238 ,429,38060, , ,85323      ,4,8,12,Avondale,104,104,28612820,0,0,0,0,0,0,0,0,0,104,104,28612820,0,0,0,0,0,0,0,0,0
201912,04,025000,013,0030,07940 ,00000 ,50876 ,429,38060, , ,85326      ,4,8,12,Buckeye,2652,2652,710665806,0,0,0,0,0,0,0,0,0,2652,2652,710665806,0,0,0,0,0,0,0,0,0
201912,04,029000,015,0031,08220 ,00000 ,39540 ,999,29420, , ,86442      ,4,8,12,Bullhead City,246,246,56590384,1,2,378887,0,0,0,0,0,0,246,246,56590384,1,2,378887,0,0,0,0,0,0
201912,04,037000,013,0039,10180 ,00000 ,3363 ,429,38060, , ,85377      ,4,8,12,Carefree town,15,15,7917219,0,0,0,0,0,0,0,0,0,15,15,7917219,0,0,0,0,0,0,0,0,0
201912,04,041000,021,0040,10530 ,00000 ,48571 ,429,38060, ,1,85122      ,4,8,12,Casa Grande,567,567,132998214,0,0,0,0,0,0,0,0,0,567,567,132998214,0,0,0,0,0,0,0,0,0
201912,04,045000,013,0044,11300 ,00000 ,5015 ,429,38060, , ,85331      ,4,8,12,Cave Creek town,52,52,17050461,0,0,0,0,0,0,0,0,0,52,52,17050461,0,0,0,0,0,0,0,0,0
201912,04,049000,013,0050,12000 ,00000 ,236123 ,429,38060, ,1,852444008  ,4,8,12,Chandler,581,581,206073303,63,126,31458255,24,74,15826656,35,252,58111676,581,581,206073303,63,126,31458255,24,74,15826656,35,252,58111676
201912,04,065000,003,    ,99990 ,00000 ,52410 ,999,43420, , ,85603      ,4,8,12,Cochise County Unincorporated Area,161,161,34605089,0,0,0,0,0,0,0,0,0,161,161,34605089,0,0,0,0,0,0,0,0,0
201912,04,069000,005,    ,99990 ,00000 ,54125 ,999,22380, , ,860019331  ,4,8,12,Coconino County Unincorporated Area,208,208,39808315,0,0,0,0,0,0,0,0,0,208,208,39808315,0,0,0,0,0,0,0,0,0
201912,04,077000,021,0067,15500 ,00000 ,11825 ,429,38060, , ,85228      ,4,8,11,Coolidge,176,176,26630059,4,8,521000,1,3,300000,1,36,3500000,172,172,26010294,4,8,521000,1,3,300000,1,36,3500000
201912,04,085000,003,0080,20050 ,00000 ,17378 ,999,43420, ,1,856072030  ,4,8,1,Douglas,4,4,294334,0,0,0,0,0,0,1,5,482581,2,2,135000,0,0,0,0,0,0,0,0,0
201912,04,097000,013,0100,22220 ,00000 ,31797 ,429,38060, , ,853352955  ,4,8,12,El Mirage,123,123,26910494,0,0,0,0,0,0,0,0,0,123,123,26910494,0,0,0,0,0,0,0,0,0
201912,04,101000,021,0105,22360 ,00000 ,16631 ,429,38060, , ,852312517  ,4,8,0,Eloy,127,127,24372541,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
201912,04,105000,005,0115,23620 ,00000 ,65870 ,999,22380, ,1,86001      ,4,8,12,Flagstaff,283,283,52676948,3,6,685800,0,0,0,5,183,16303100,283,283,52676948,3,6,685800,0,0,0,5,183,16303100
201912,04,109000,021,0120,23760 ,00000 ,25536 ,429,38060, , ,85132      ,4,8,12,Florence town,385,385,111945714,0,0,0,0,0,0,0,0,0,385,385,111945714,0,0,0,0,0,0,0,0,0
201912,04,113000,013,0124,25300 ,00000 ,22489 ,429,38060, , ,85268      ,4,8,12,Fountain Hills town,55,55,18570896,5,10,2824005,0,0,0,0,0,0,55,55,18570896,5,10,2824005,0,0,0,0,0,0
201912,04,117000,005,0125,25720 ,00000 ,1314 ,999,22380, , ,86022      ,4,8,9,Fredonia town,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
201912,04,121000,013,0129,27050 ,00000 ,1922 ,429,38060, , ,85337      ,4,8,12,Gila Bend town,2,2,230000,0,0,0,0,0,0,0,0,0,2,2,230000,0,0,0,0,0,0,0,0,0
201912,04,125000,007,    ,99990 ,00000 ,25602 ,999,99999, , ,85501      ,4,8,12,Gila County Unincorporated Area,70,70,12066977,0,0,0,0,0,0,0,0,0,70,70,12066977,0,0,0,0,0,0,0,0,0
201912,04,129000,013,0135,27400 ,00000 ,208453 ,429,38060, , ,85296      ,4,8,12,Gilbert town,1143,1143,334513604,0,0,0,0,0,0,20,562,67072924,1143,1143,334513604,0,0,0,0,0,0,20,562,67072924
201912,04,133000,013,0140,27820 ,00000 ,226721 ,429,38060, , ,85301      ,4,8,12,Glendale,246,246,73261845,6,12,1629346,14,48,5990105,21,277,32685362,246,246,73261845,6,12,1629346,14,48,5990105,21,277,32685362
201912,04,141000,013,0150,28380 ,00000 ,65275 ,429,38060, , ,85338      ,4,8,12,Goodyear,1602,1602,465008060,22,44,3621992,0,0,0,16,412,42322894,1602,1602,465008060,22,44,3621992,0,0,0,16,412,42322894
201912,04,145000,009,    ,99990 ,00000 ,20402 ,999,99999, , ,85546      ,4,8,12,Graham County Unincorporated Area,28,28,7810923,0,0,0,0,0,0,0,0,0,28,28,7810923,0,0,0,0,0,0,0,0,0
201912,04,153000,013,0158,30270 ,00000 ,5523 ,429,38060, , ,852832538  ,4,8,12,Guadalupe town,6,6,797064,0,0,0,0,0,0,0,0,0,6,6,797064,0,0,0,0,0,0,0,0,0
201912,04,157000,007,0160,32020 ,00000 ,662 ,999,99999,2, ,85135      ,4,8,12,Hayden town,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
201912,04,181000,015,0185,37620 ,00000 ,28068 ,999,29420, ,1,86401      ,4,8,12,Kingman,279,279,47413030,8,16,1782002,0,0,0,0,0,0,279,279,47413030,8,16,1782002,0,0,0,0,0,0
201912,04,189000,015,0188,39370 ,00000 ,52527 ,999,29420, ,1,86403      ,4,8,12,Lake Havasu City,309,309,61093641,22,44,2979064,0,0,0,0,0,0,309,309,61093641,22,44,2979064,0,0,0,0,0,0
201912,04,193000,013,0196,41330 ,00000 ,5476 ,429,38060, , ,85340      ,4,8,12,Litchfield Park,38,38,15122669,0,0,0,3,11,2555946,0,0,0,38,38,15122669,0,0,0,3,11,2555946,0,0,0
201912,04,201000,019,0210,44270 ,00000 ,34961 ,536,46060,2, ,85653      ,4,8,12,Marana town,808,808,259357735,0,0,0,0,0,0,0,0,0,808,808,259357735,0,0,0,0,0,0,0,0,0
201912,04,205000,013,    ,99990 ,00000 ,284404 ,429,38060, , ,85008      ,4,8,12,Maricopa County Unincorporated Area,1994,1994,529541416,19,38,1856699,0,0,0,0,0,0,1994,1994,529541416,19,38,1856699,0,0,0,0,0,0
201912,04,205100,021,0212,44410 ,00000 ,43482 ,429,38060, , ,85238      ,4,8,12,Maricopa,1003,1003,253631818,0,0,0,0,0,0,0,0,0,1003,1003,253631818,0,0,0,0,0,0,0,0,0
201912,04,209000,013,0215,46000 ,00000 ,439041 ,429,38060, ,1,852111466  ,4,8,11,Mesa,1710,1710,473350824,0,0,0,0,0,0,5,275,40176764,1475,1475,405394515,0,0,0,0,0,0,3,247,36192739
201912,04,217000,015,    ,99990 ,00000 ,75230 ,999,29420, , ,864027000  ,4,8,12,Mohave County Unincorporated Area,210,210,59547643,0,0,0,0,0,0,0,0,0,210,210,59547643,0,0,0,0,0,0,0,0,0
201912,04,221000,017,    ,99990 ,00000 ,68097 ,999,99999, , ,85901      ,4,8,2,Navajo County Unincorporated Area,147,147,29041793,0,0,0,0,0,0,3,15,892581,18,18,3303154,0,0,0,0,0,0,0,0,0
201912,04,229000,019,0238,51600 ,00000 ,41011 ,536,46060, , ,85737      ,4,8,12,Oro Valley town,215,215,82050093,3,6,3497258,0,0,0,0,0,0,215,215,82050093,3,6,3497258,0,0,0,0,0,0
201912,04,237000,013,0242,52930 ,00000 ,12820 ,429,38060, , ,852534328  ,4,8,12,Paradise Valley town,83,83,119798381,0,0,0,3,12,8943090,0,0,0,83,83,119798381,0,0,0,3,12,8943090,0,0,0
201912,04,249000,007,0252,53700 ,00000 ,15301 ,999,99999, , ,855414306  ,4,8,12,Payson town,72,72,22046974,2,4,505399,0,0,0,0,0,0,72,72,22046974,2,4,505399,0,0,0,0,0,0
201912,04,253000,013,0255,54050 ,00000 ,154058 ,429,38060,2, ,85345      ,4,8,12,Peoria,1362,1362,265224380,0,0,0,0,0,0,23,627,49936348,1362,1362,265224380,0,0,0,0,0,0,23,627,49936348
201912,04,257000,013,2650,55000 ,00000 ,1445632 ,429,38060, ,1,850031611  ,4,8,12,Phoenix,4130,4130,1035559291,154,308,33501026,3,11,1866756,79,5025,724713747,4130,4130,1035559291,154,308,33501026,3,11,1866756,79,5025,724713747
201912,04,261000,019,    ,99990 ,00000 ,353264 ,536,46060, , ,85701      ,4,8,12,Pima County Unincorporated Area,1123,1123,328060491,0,0,0,0,0,0,0,0,0,1123,1123,328060491,0,0,0,0,0,0,0,0,0
201912,04,269000,021,    ,99990 ,00000 ,187517 ,429,38060,2, ,85132      ,4,8,12,Pinal County Unincorporated Area,2567,2567,415404019,48,96,6021977,0,0,0,0,0,0,2567,2567,415404019,48,96,6021977,0,0,0,0,0,0
201912,04,277000,025,0280,57380 ,00000 ,39843 ,999,39150, ,1,86301      ,4,8,12,Prescott,434,434,140498187,2,4,463900,0,0,0,2,104,10431302,434,434,140498187,2,4,463900,0,0,0,2,104,10431302
201912,04,281000,025,0282,57450 ,00000 ,38822 ,999,39150, ,1,863142275  ,4,8,12,Prescott Valley town,454,454,122602434,26,52,7476948,0,0,0,17,214,27609988,454,454,122602434,26,52,7476948,0,0,0,17,214,27609988
201912,04,289000,013,0284,58150 ,00000 ,25912 ,429,38060,2, ,852429311  ,4,8,12,Queen Creek town,1485,1485,545472227,0,0,0,0,0,0,0,0,0,1485,1485,545472227,0,0,0,0,0,0,0,0,0
201912,04,293000,009,0298,62000 ,00000 ,9566 ,999,99999, , ,85548      ,4,8,12,Safford,44,44,5376575,0,0,0,0,0,0,0,0,0,44,44,5376575,0,0,0,0,0,0,0,0,0
201912,04,294000,019,0303,62140 ,00000 ,25259 ,536,46060, , ,85629      ,4,8,12,Sahuarita town,342,342,100674479,0,0,0,0,0,0,0,0,0,342,342,100674479,0,0,0,0,0,0,0,0,0
201912,04,297000,027,0321,63470 ,00000 ,25505 ,999,49740, , ,85349      ,4,8,12,San Luis,339,339,50573006,0,0,0,0,0,0,0,0,0,339,339,50573006,0,0,0,0,0,0,0,0,0
201912,04,301000,023,    ,99990 ,00000 ,25670 ,999,99999, , ,856481090  ,4,8,12,Santa Cruz County Unincorporated Area,147,147,35176311,0,0,0,0,0,0,0,0,0,147,147,35176311,0,0,0,0,0,0,0,0,0
201912,04,305000,013,0327,65000 ,00000 ,217385 ,429,38060, ,1,85251      ,4,8,12,Scottsdale,578,578,158822585,5,10,1636156,1,3,846758,9,651,89970187,578,578,158822585,5,10,1636156,1,3,846758,9,651,89970187
201912,04,317000,017,0337,66470 ,00000 ,10660 ,999,99999, , ,85901      ,4,8,12,Show Low,111,111,27951289,2,4,877161,0,0,0,0,0,0,111,111,27951289,2,4,877161,0,0,0,0,0,0
201912,04,321000,003,0338,66820 ,00000 ,43888 ,999,43420, ,1,85635      ,4,8,12,Sierra Vista,75,75,13505872,0,0,0,0,0,0,0,0,0,75,75,13505872,0,0,0,0,0,0,0,0,0
201912,04,329000,027,0342,68080 ,00000 ,14287 ,999,49740, , ,85350      ,4,8,12,Somerton,39,39,7155967,0,0,0,0,0,0,0,0,0,39,39,7155967,0,0,0,0,0,0,0,0,0
201912,04,333000,019,0344,68850 ,00000 ,5652 ,536,46060, , ,857132803  ,4,8,12,South Tucson,3,3,368000,0,0,0,0,0,0,0,0,0,3,3,368000,0,0,0,0,0,0,0,0,0
201912,04,349000,013,0361,71510 ,00000 ,117517 ,429,38060, , ,85374      ,4,8,12,Surprise,1715,1715,531714663,0,0,0,0,0,0,3,229,38251209,1715,1715,531714663,0,0,0,0,0,0,3,229,38251209
201912,04,353000,017,0366,72420 ,00000 ,4112 ,999,99999, , ,85939      ,4,8,0,Taylor town,17,17,2731749,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
201912,04,357000,013,0368,73000 ,00000 ,161719 ,429,38060, ,1,85281      ,4,8,0,Tempe,102,102,21278350,6,12,1558083,0,0,0,12,1287,223967389,0,0,0,0,0,0,0,0,0,0,0,0
201912,04,365000,013,0372,74190 ,00000 ,6545 ,429,38060, , ,85353      ,4,8,11,Tolleson,56,56,18473598,0,0,0,0,0,0,0,0,0,55,55,18128551,0,0,0,0,0,0,0,0,0
201912,04,373000,019,0385,77000 ,00000 ,520116 ,536,46060,2,1,85726      ,4,8,0,Tucson,692,692,174001768,15,30,3881780,0,0,0,64,1032,152710591,0,0,0,0,0,0,0,0,0,0,0,0
201912,04,381000,013,0397,82740 ,00000 ,6363 ,429,38060,2, ,85390      ,4,8,12,Wickenburg town,168,168,64926730,0,0,0,1,4,575000,0,0,0,168,168,64926730,0,0,0,1,4,575000,0,0,0
201912,04,401000,025,    ,99990 ,00000 ,83782 ,999,39150, , ,86305      ,4,8,10,Yavapai County Unincorporated Area,452,452,133598018,1,2,308400,0,0,0,0,0,0,381,381,116623927,1,2,308400,0,0,0,0,0,0
201912,04,405000,013,0416,85400 ,00000 ,6156 ,429,38060, , ,853631212  ,4,8,12,Youngtown town,2,2,180000,0,0,0,0,0,0,0,0,0,2,2,180000,0,0,0,0,0,0,0,0,0
201912,04,409000,027,0420,85540 ,00000 ,93064 ,999,49740, ,1,853641436  ,4,8,12,Yuma,530,530,90424042,3,6,586091,0,0,0,0,0,0,530,530,90424042,3,6,586091,0,0,0,0,0,0
201912,04,413000,027,    ,99990 ,00000 ,60013 ,999,49740, , ,85364      ,4,8,12,Yuma County Unincorporated Area,244,244,29630841,0,0,0,0,0,0,0,0,0,244,244,29630841,0,0,0,0,0,0,0,0,0
201912,06,001000,071,0003,00296 ,00000 ,31765 ,348,40140, , ,92301      ,4,9,12,Adelanto,63,63,16178890,0,0,0,0,0,0,0,0,0,63,63,16178890,0,0,0,0,0,0,0,0,0
201912,06,002000,037,0007,00394 ,00000 ,20330 ,348,31080, , ,91301      ,4,9,12,Agoura Hills,3,3,1689616,0,0,0,0,0,0,0,0,0,3,3,1689616,0,0,0,0,0,0,0,0,0
201912,06,003000,001,0010,00562 ,00000 ,73812 ,488,41860, , ,94501      ,4,9,12,Alameda,61,61,11763913,0,0,0,0,0,0,6,622,123282122,61,61,11763913,0,0,0,0,0,0,6,622,123282122
201912,06,004000,001,    ,99990 ,00000 ,141266 ,488,41860, , ,94544      ,4,9,12,Alameda County Unincorporated Area,87,87,19382412,1,2,746766,1,4,835736,0,0,0,87,87,19382412,1,2,746766,1,4,835736,0,0,0
201912,06,005000,001,0020,00674 ,00000 ,18539 ,488,41860, , ,94706      ,4,9,12,Albany,12,12,1190619,0,0,0,0,0,0,0,0,0,12,12,1190619,0,0,0,0,0,0,0,0,0
201912,06,006000,037,0025,00884 ,00000 ,83089 ,348,31080, , ,91801      ,4,9,11,Alhambra,40,40,5753415,8,16,2940320,18,66,12822930,0,0,0,37,37,5373783,8,16,2940320,18,66,12822930,0,0,0
201912,06,006200,059,0027,00947 ,00000 ,47823 ,348,31080, , ,92656      ,4,9,12,Aliso Viejo,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
201912,06,011000,059,0070,02000 ,00000 ,336265 ,348,31080, ,1,92803      ,4,9,12,Anaheim,99,99,18172552,2,4,340000,6,19,2530100,19,543,30240057,99,99,18172552,2,4,340000,6,19,2530100,19,543,30240057
201912,06,014000,013,0085,02252 ,00000 ,102372 ,488,41860, , ,94531      ,4,9,12,Antioch,232,232,73751459,0,0,0,0,0,0,4,98,1800000,232,232,73751459,0,0,0,0,0,0,4,98,1800000
201912,06,015000,071,0090,02364 ,00000 ,69135 ,348,40140, , ,92307      ,4,9,12,Apple Valley town,101,101,15890057,0,0,0,1,4,428305,0,0,0,101,101,15890057,0,0,0,1,4,428305,0,0,0
201912,06,016000,037,0246,02462 ,00000 ,56364 ,348,31080, ,1,91007      ,4,9,0,Arcadia,85,85,50834319,1,2,429010,4,12,2610316,5,46,7357736,0,0,0,0,0,0,0,0,0,0,0,0
201912,06,019000,037,0135,02896 ,00000 ,16522 ,348,31080, , ,90701      ,4,9,0,Artesia,11,11,4769234,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
201912,06,022000,081,0150,03092 ,00000 ,6914 ,488,41860, , ,94027      ,4,9,12,Atherton town,20,20,63473810,1,2,1806700,0,0,0,0,0,0,20,20,63473810,1,2,1806700,0,0,0,0,0,0
201912,06,024000,061,0160,03204 ,00000 ,13330 ,472,40900, , ,95603      ,4,9,12,Auburn,11,11,4666178,0,0,0,0,0,0,0,0,0,11,11,4666178,0,0,0,0,0,0,0,0,0
201912,06,025000,037,0165,03274 ,00000 ,3728 ,348,31080, , ,90704      ,4,9,12,Avalon,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
201912,06,027000,037,0378,03386 ,00000 ,46361 ,348,31080, , ,917022514  ,4,9,10,Azusa,17,17,5626373,0,0,0,1,3,714161,3,177,23931923,7,7,1228628,0,0,0,0,0,0,1,163,21000000
201912,06,028000,029,0180,03526 ,00000 ,347483 ,999,12540, ,1,93301      ,4,9,9,Bakersfield,1394,1394,387604725,10,20,2210739,3,9,754587,8,45,12443416,1134,1134,314136857,6,12,1406935,2,6,425820,6,35,8939120
201912,06,029000,037,0185,03666 ,00000 ,75390 ,348,31080, , ,91706      ,4,9,12,Baldwin Park,12,12,2145378,0,0,0,2,8,1099688,0,0,0,12,12,2145378,0,0,0,2,8,1099688,0,0,0
