@type|@id|name|name:en|place|wikidata|@lat|@lon
way|21485736|Corwin Rock||islet||52.8923942|-169.6933100
way|21485751|Pustoi Island||islet|Q937625|53.3968567|-167.8248990
way|21485764|Emerald Island||islet||53.2886222|-167.8585046
way|21485839|Buck Island||islet||53.4776518|-167.1990245
way|21485889|Anangula Island||island|Q485860|53.0034691|-168.9087948
way|21485907|Adugak Island||island|Q2010115|52.9067699|-169.1595439
way|21485976|Ship Rock||islet||53.3736177|-167.8313608
way|21486011|Vsevidof Island||island||52.9836974|-168.4669063
way|21486088|Carlisle Island||island|Q1041786|52.8908313|-170.0592964
way|21486157|Ogchul Island||islet||52.9963702|-168.4026164
way|21493651|Bolshoi Island||island||52.1954513|-174.1789906
way|21494037|Egg Island||islet||52.1742153|-174.4389163
way|21494059|Sagchudak Island||island|Q2211679|52.0222256|-174.4869447
way|21494129|Tanadak Island||islet||52.0705205|-172.9612697
way|21494186|Salt Island||island||52.1732550|-174.6406124
way|21506755|Ringgold Island||island||51.8024729|-176.8236289
way|21506767|South Island||islet||51.8211918|-176.8010849
way|21506852|Chisak Island||islet||51.7956872|-176.1411944
way|21506952|Bobrof Island|Bobrof Island|island|Q888857|51.9076995|-177.4439886
way|21507120|Eddy Island||islet||51.8290778|-176.9032931
way|21507335|Dora Island||island||51.8139258|-176.7922765
way|21507367|Ulak Island|Ulak Island|island|Q913800|51.3538280|-178.9507505
way|21507380|North Island||island||51.8345491|-176.7968202
way|21507409|Anagaksik Island||islet||51.8500087|-175.8938921
way|21507457|Koniuji Island|Koniuji Island|island|Q919248|52.2209466|-175.1326758
way|21507487|Sea Parrot Island||islet||51.8138963|-176.8098034
way|21507493|Argonne Island||islet||51.8042853|-176.7891705
way|21507630|Kasatochi Island|Kasatochi Island|island|Q1734831|52.1704789|-175.5109463
way|21507705|Green Island||islet||51.8136824|-176.8365678
way|21507736|Staten Island||island||51.7984159|-176.7851230
way|21526505|Wooded Island||islet||57.9583781|-152.4943841
way|21526516|Kekur Island||islet||57.6432379|-152.3254240
way|21526522|Anguk island||islet||57.6451508|-153.7009701
way|21526552|Elder Island||islet||57.8859274|-152.4011391
way|21526560|Table Island||island||57.1880156|-152.9209234
way|21526619|Sally Island||island||57.7328629|-153.3495500
way|21526621|Long Island||island||57.7690205|-152.2690568
way|21526636|Middle Island||island||57.6423101|-152.3578213
way|21526646|Prokoda Island||islet||57.9116365|-152.5061368
way|21526662|Two-headed Island||island||56.9000190|-153.5812605
way|21526672|Egg Island||islet||56.8921754|-154.2181223
way|21526756|Harvester Island||island||57.6487379|-153.9958549
way|21526992|Mary Island||island||57.7067358|-152.5372876
way|21526995|Blodgett Island||islet||57.7205629|-152.4917871
way|21527179|Amik Island||islet||56.9651960|-154.1220125
way|21527187|Ames Island||islet||57.2020363|-153.1886728
way|21527245|Puffin Island||islet||57.7547675|-152.4352162
way|21527255|Queer Island||islet|Q18389919|57.6771384|-152.3807064
way|21527311|Cathedral Island||islet||57.1996861|-153.1346217
way|21527438|Anton Larsen Island||island||57.8807628|-152.6515271
way|21527500|Nut Island||islet||57.2037354|-153.1598130
way|21527561|Popof Island||islet||57.7663024|-152.4046407
way|21527607|Ladder Island||islet||57.3097347|-152.9086482
way|21527622|Kaisin Island||islet||57.6628800|-152.4051606
way|21527634|Kulichkof Island||islet||57.7736023|-152.3852099
way|21527698|Cub Island||island||57.2124341|-153.2058406
way|21527723|Miller Island||island||56.9540717|-154.1377598
way|21527782|Ayakulik Island||islet||57.2160446|-154.5857262
