@type|@id|name|name:en|place|wikidata|@lat|@lon
way|21527784|Svitlak Island||island||57.6330031|-152.3561916
way|21527791|Puffin Island||island||57.0045189|-153.3585446
way|21527851|Sheep Island||island||57.2163661|-153.2410481
way|21527854|Ugak Island||islet||57.6319938|-152.1598357
way|21527861|Crooked Island||islet||57.7746882|-152.3956416
way|21527889|Chiniak Island||islet||57.6271021|-152.1535594
way|21527978|Cliff Island||islet||57.7306716|-152.4507757
way|21527992|Flat Island||islet||56.8285324|-153.7423137
way|21528158|Sundstrom Island||island|Q2366317|56.6888940|-154.1445673
way|21528244|Koniuji Island||islet|Q919248|57.9297711|-152.8390999
way|21528246|Refuge Rock||island||57.1061033|-153.0829365
way|21528264|Fox Island||islet||56.9899050|-154.0318918
way|21528281|Holiday Island||islet||57.7825674|-152.3824058
way|21528407|Zalmka Island||island||57.7285180|-152.4676755
way|21558330|Poltava Island||island||57.0072301|-156.4780033
way|21558435|Ashiiak Island||island||57.0754141|-156.4112994
way|21558693|Kumlik Island||island||56.6407169|-157.4124156
way|21558714|Anowik Island||island|Q49631804|56.0920806|-156.6739976
way|21559238|Suklik Island||islet|Q97704703|56.0500915|-156.6404717
way|21559384|Derickson Island||islet||56.9872359|-156.7185276
way|21559428|Aghiyuk Island||island|Q49631405|56.1876909|-156.7858887
way|21559436|Kateekuk Island||island|Q49645538|56.0778450|-156.7291388
way|21559443|Ugaiushak Island||island||56.7923437|-156.8591130
way|21559486|Terrace Island||island||57.3798295|-156.2686388
way|21559571|Cupcake Island||islet||56.9282308|-156.7592248
way|21559576|Aghik Island||islet|Q49631404|56.1939699|-156.7531765
way|21559606|Central Island||islet||56.8483998|-156.8955669
way|21559778|Chignik Island||island||56.2811657|-158.5913694
way|21559801|Kiliktagik Island||island|Q49645921|56.0759489|-156.6540796
way|21559983|West Channel Island||islet||57.3870906|-156.2443080
way|21560019|Hydra Island||islet||56.7414009|-157.0193910
way|21560324|Spitz Island||islet||55.7865129|-158.8888532
way|21560399|Titcliff Island||islet||57.3278050|-156.3379371
way|21560609|Hartman Island||island||57.3624203|-156.2943899
way|21599096|Gull Island||islet||55.4917504|-161.6245540
way|21599222|Pinnacle Rock||island||54.7676856|-161.7649162
way|21599319|Pad Island||islet||55.7351115|-159.6882561
way|21599351|Sarana Island||islet||54.9652405|-161.9046563
way|21599531|Susholnoi Island||islet||54.8687132|-161.8523275
way|21599659|Cherni Island||island|Q5092040|54.6352073|-162.3693585
way|21599719|Karpa Island||island||55.5098884|-160.0528997
way|21599911|Rose Island||islet||54.8854944|-161.8616742
way|21600049|Egg Island||island||55.8293467|-159.3616938
way|21600182|High Island||island|Q49641030|55.3593216|-160.3191231
way|21600185|Pinusuk Island||island||55.8612707|-159.0744621
way|21600305|Leader Island||islet||55.7217317|-159.4648160
way|21600349|Patton Island||island|Q20714807|54.9021351|-162.1423352
way|21600499|Fox Island||island||54.9502041|-162.4268220
way|21600533|Ivan Island||islet||55.5154378|-161.6557227
way|21600659|Road Island||islet||55.8485383|-159.4986588
way|21600733|Alma Island||islet||54.7181993|-162.3833404
way|21600741|Shapka Island||islet||55.8853638|-159.1227767
way|21600794|Hunt Island||islet||54.7561299|-162.2467053
way|21600857|Omega Island||island||55.2425980|-161.2417942
way|21600884|Umga Island||islet||54.8013218|-162.7257800
way|21600925|Olga Rock||islet||54.9848524|-161.5150684
way|21600933|Egg Island||island||54.9341380|-162.9091755
way|21600962|John Rock||islet||54.9890214|-161.6331044
way|21601007|Clifford Island||island||54.3827523|-162.7756342
way|21601128|Sozavarika Island||islet||54.8551471|-162.5242957
way|21601146|Amgat Island||island||54.8993589|-162.8872528
way|21601246|Outer Iliasik Island||island||55.0037876|-161.8885739
way|21601248|Operl Island||island||55.3826145|-162.7672946
way|21601252|Midun Island||islet||54.8403395|-162.1750662
way|21601256|Hay Island||island||54.6590417|-162.1199682
way|21601261|Guillemot Island||island||55.5428355|-160.3840988
way|21601298|Deer Island||island||55.9243355|-160.8710545
way|21601444|Finneys Island||islet||54.4139426|-162.5340986
way|21601448|Let Island (Chugumqumaa White Sand)||islet||54.8375188|-162.4432542
way|21601492|Inner Iliasik Island||island||55.0574106|-161.9487348
way|21601533|Glen Island||island||55.2948375|-162.9341830
way|21601544|Henderson Island||islet||55.4186932|-160.3567726
way|21601560|Jude Island||island||55.2635294|-161.1045403
way|21601702|Little Goose Island||island||54.6822238|-162.2061782
way|21601723|Kritskoi Island||island||56.0099848|-160.9972573
way|21601736|Goose Island||island||54.6842237|-162.2227103
way|21612994|Tanginak Island||islet||54.2002078|-165.3224078
way|21613218|Round Island|Round Island|islet|Q751891|54.2021517|-164.7773078
way|21613367|Amak Island||island||55.4156024|-163.1456611
way|21613442|Aiktak Island|Aiktak Island|island|Q404996|54.1840167|-164.8318015
way|21614391|Walrus Island||islet|Q1377594|57.1821080|-169.9393183
way|21614434|Otter Island||island|Q519236|57.0465458|-170.4006020
way|21675380|Tanker Island||islet||59.8718169|-147.3747063
way|21675532|Sphinx Island||island||60.4971075|-147.5808240
way|21675643|Harbor Island||island||59.6696392|-149.6568161
way|21676335|Matushka Island||islet||59.6087875|-149.6339368
way|21676689|Lone Island||island||60.6791745|-147.7549259
way|21676698|Olsen Island||island||60.8703930|-147.5630445
way|21676921|Fairmount Island||island||60.8734545|-147.4401975
way|21676971|Bald Head Chris Island||islet||60.7906185|-147.8463770
way|21677277|Smith Island||island||60.5245788|-147.3630951
way|21677447|Wilby island||islet||60.2410535|-147.2224755
way|21677480|Squirrel Island||islet||60.3339650|-147.8984200
way|21677499|Channel Island||islet||60.2403872|-147.3774634
way|21677510|Little Fairmount Island||islet||60.8596675|-147.4653870
way|21677627|West Flank Island||islet||60.8123805|-147.9062315
way|21677769|Ariadne Island||island||59.4805548|-150.5192721
way|21678535|Mummy Island||island||60.2875176|-147.9123492
way|21678839|Green Island||island||60.2653921|-147.4242948
way|21678925|Box Island||islet||59.9600115|-147.3420527
way|21679010|Entrance Island||islet||60.5166570|-147.5866960
way|21679114|Little Smith Island||islet||60.5181915|-147.4283685
way|21680006|Seal Island||islet||60.4274645|-147.4108883
way|21680278|New Year Island||islet||60.3148000|-147.9151700
way|21680304|Little Green Island||islet||60.2042397|-147.5095050
way|21680650|Applegate Island||island||60.6236066|-148.1491641
way|21680868|Jenny Island||islet||60.8036090|-147.7009980
way|21680877|Crafton Island||island||60.5040904|-147.9411611
way|21680917|Barrel Island||islet||61.2854585|-150.6352815
way|21748742|Delfin Island||island||58.3481570|-152.4830192
way|21749064|Alligator Island||islet||58.4741683|-152.7879678
way|21749071|West Island||island||59.3811624|-153.5507610
way|21749747|Aguligik Island||islet||58.3134840|-154.2032701
way|21749924|Kalgin Island||island|Q6352329|60.4279352|-151.9597515
way|21749929|Chisik Island||island||60.1394760|-152.5958225
way|21750157|Powder Island||island||59.4230291|-151.7154583
way|21750354|East Chugach Island||island|Q49637294|59.1268489|-151.4788128
way|21750649|Nukshak Island||islet||58.3901435|-153.9593822
way|21750759|Chatham Island||island||59.2092253|-151.7748518
way|21750815|Grassy Island||islet||59.7660098|-154.2788896
way|21750932|Tiny Island||islet||58.3383763|-154.1677255
way|21750981|Aleutika Island||island||59.4679745|-151.4332462
way|21751004|Perl Island||island|Q20714824|59.1125110|-151.6815984
way|21751226|Aguchik Island||islet||58.2906275|-154.2816203
way|21751553|Alexander Island||island||58.0369798|-152.6656316
way|21751671|Gull Island||islet||59.5849823|-151.3285133
way|21751767|Elizabeth Island||island||59.1568096|-151.8373699
way|21752089|Nordyke Island||island||59.1784788|-154.0885252
way|21752091|Sea Otter Island||islet||58.5217166|-152.2195555
way|21752149|Green Island||islet||58.5259092|-152.6664890
way|21752230|Discoverer Island||islet||58.3354164|-152.3918081
way|21782366|Egg Island||island||58.1997596|-157.2757995
way|21783893|Shoulderblade Island||islet||59.3513631|-155.5908640
way|21785663|Big Island||island||59.3958378|-155.3546673
way|21832903|Crooked Island||island||58.6825505|-160.2819980
way|21834117|Shaiak Island||island||58.5586725|-161.6670102
way|21838860|Round Island||island||58.6042647|-159.9773278
way|21901732|Emperor Island||island||60.5498060|-164.5024806
way|21911769|Elephant Rock||islet||60.7054536|-173.0733589
way|21911779|Pinnacle Rock||islet||60.2053933|-172.7561725
way|22325160|Amatignak Island|Amatignak Island|island|Q455737|51.2576798|-179.1023967
way|22325227|Unalga Island|Unalga Island|island|Q1412922|51.5787065|-179.0467483
way|22382328|Motu Pu’uru||islet||-17.7734869|-149.3980016
way|22382333|Teahuroa||island||-15.9453869|-145.8743620
way|22382418|Arae||islet||-23.8994047|-147.6981718
way|22382426|Ruahune||islet||-23.8987147|-147.7000909
way|22382439|Île Uvéa|Wallis|island|Q489003|-13.2846408|-176.2066287
way|22382453|Fugalei||islet|Q3090553|-13.2807320|-176.1464006
way|22382480|Motu Nui||islet||-8.9372189|-140.1094148
way|22382511|Matauapuna||islet||-8.9380633|-140.0946259
way|22382562|Vaiamanu||islet||-23.8823588|-147.6212739
way|22382597|Nukuhifala||islet|Q3346227|-13.2887438|-176.1270484
way|22382648|Enderbury Island|Enderbury Island|island|Q30638|-3.1252407|-171.0838967
way|22382802|Araoo||islet||-23.8730553|-147.5979719
way|22382803|Rawaki Island|Rawaki Island|island|Q1059295|-3.7213585|-170.7121954
way|22382841|McKean Island|McKean Island|island|Q1050899|-3.5957105|-174.1230415
way|22382869|Motu Tīpaemaua||islet||-16.7889426|-151.3877848
way|22382908|Birnie Island|Birnie Island|island|Q45295|-3.5849750|-171.5173879
way|22382955|Velitoa Hihifo||islet|Q22668413|-21.0833768|-175.1382342
way|22382959|Niupapa Rahi||islet||-23.8666275|-147.5912035
way|22382999|'Onevai||islet|Q22668377|-21.0867894|-175.1116986
way|22383052|Manra Island|Manra Island|island|Q48478|-4.4530932|-171.2442077
way|22383057|Velitoa Hahake||islet|Q22668409|-21.0849243|-175.1340057
way|22383084|Île Faioa||island|Q32605734|-13.3782477|-176.1710581
way|22383097|Hotu Atua||islet||-23.8571488|-147.6158436
way|22383111|Cicia Island||island|Q48312|-17.7495052|-179.3128780
way|22383131|Motu Motupua||islet||-16.5903507|-151.5591779
way|22383158|Motu Motupua||islet||-16.5918327|-151.5601137
way|22383173|Motu Tuitui||islet||-23.8585196|-147.6993805
way|22383180|Motu Mahavana||islet||-16.5942689|-151.4212462
way|22383231|Motu Moute||islet||-16.6033911|-151.4133671
way|22383286|Motu Iriru||islet||-16.7936499|-151.3815636
way|22383287|Haaamu||islet||-23.8389769|-147.5990143
way|22383442|Île Fenuafo'ou||islet|Q32605745|-13.3880360|-176.2136828
way|22383530|Motu Mapiti||islet||-17.7776318|-149.4205103
way|22383594|Qamea||island||-16.7709885|-179.7537219
way|22383697|Motu To’ahotu||islet||-16.6508023|-151.4279409
way|22383829|Nuʻulua Island||islet||-14.0732916|-171.4107206
way|22383853|Nuʻutele Island||islet||-14.0637280|-171.4225673
way|22383868|Flint Island|Flint Island|island|Q741650|-11.4299353|-151.8186575
way|22383879|Micah Island||islet||-18.7233228|-179.0911054
way|22383922|Fenua ’ino||islet||-17.8376173|-149.1221662
way|22383936|Motu Mahaea||islet||-16.6453996|-151.4266123
way|22383969|Karoni||islet||-18.7017513|-178.4779091
way|22384006|Motu ’Ara’ara||islet||-16.8157567|-150.9739078
way|22384065|Ki Leva||islet||-8.5372975|-172.5160420
way|22384068|Vao||island||-8.5379447|-172.5139168
way|22384073|Bird Rock||islet||-22.3343075|-176.2179387
way|22384085|Fogalaki Matagi||islet||-8.5352887|-172.5029737
way|22384146|Papa O Tonuia||islet||-8.5522214|-172.5137467
way|22384214|Teuaua||islet||-8.9541862|-139.5932157
way|22384249|Vogelinsel||islet||-15.0195024|-147.7586273
way|22384256|Nuʻusafeʻe||islet|Q8837663|-14.0470367|-171.6902245
way|22384274|Hemeni||islet||-8.9558474|-139.5978412
way|22384394|Nukutapu||islet|Q3346233|-13.2191807|-176.1691343
way|22384427|Nukuhione||islet|Q15262958|-13.2741539|-176.1316739
way|22384428|Te Alofi||islet||-8.5682030|-172.5100789
way|22384439|Kauafua O Folasaga||islet||-8.5626305|-172.5113030
way|22384450|Luaniva||islet|Q3264604|-13.2722875|-176.1483283
way|22384469|Motu Fakalalo||islet||-8.5724651|-172.4739693
way|22384479|Motu Tapute||islet||-16.8691068|-151.4732960
way|22384524|Nukuteatea||islet|Q2382757|-13.2051297|-176.1785488
way|22384611|Motupapa||islet||-8.9427692|-139.5512082
way|22384626|Motu Horea||islet||-16.8228662|-151.4886815
way|22384774|Motu Areaati||islet||-16.5572746|-151.5145612
way|22384818|Meheti'a|Mehetia|island|Q1340711|-17.8755906|-148.0676308
way|22384831|Motu Taoru||islet||-16.7459222|-151.4237890
way|22384857|Fatu Huku||island|Q239964|-9.4364341|-138.9278660
way|22384880|Vuaqava Island||island||-18.8660054|-178.9011392
way|22384946|Ofetaro||islet||-16.7406833|-151.4241761
way|22384947|Kalau||islet||-21.4702213|-174.9540275
way|22384959|Anaa||island||-17.3339982|-145.5719992
way|22384968|Rarotonga||island||-21.2358094|-159.7778652
way|22385030|Nukumbalati Island||islet|Q24571042|-16.3106051|-179.2692697
way|22385036|Avakaukilikili||islet|Q4827447|-9.1137328|-171.7840102
way|22385077|Nukumbasanga Island||islet|Q24571043|-16.3024022|-179.2530269
way|22385098|Motu O-Ari||islet|Q6918712|-23.1510646|-135.0214851
way|22385115|Tokelau||islet|Q2185716|-9.1069780|-171.7843658
way|22385237|Te Tunoa||islet||-8.5789499|-172.5086031
way|22385363|Viubani Island||islet|Q24571108|-16.7003196|-179.8552425
way|22385410|Olomoana||islet||-9.1325829|-171.7894015
way|22385453|Te Kamu||islet|Q7690833|-9.1257861|-171.8610640
way|22385466|Matagi||islet|Q2368586|-16.7304075|-179.7437843
way|22385516|Nanuku Island||islet||-16.7192932|-179.4539904
way|22385601|Motu Piti ’u’utai||islet||-16.5406739|-151.7221746
way|22385660|Motu Piti ’u’uuta||islet||-16.5397174|-151.7266875
way|22385743|Na Papa o Atafu||islet||-9.2092198|-171.8416071
way|22385777|Nukunonu||islet|Q3046990|-9.1948153|-171.8534080
way|22385874|To’opua Iti||islet||-16.5309735|-151.7630522
way|22385891|Tahu Naoe||islet||-16.7544034|-151.4979148
way|22385903|Urareva||islet||-16.2665272|-151.8083113
way|22385934|Motu Toru||islet||-21.4871527|-135.6061135
way|22385981|Lautala||islet||-18.7238291|-173.9933118
way|22385983|Motu Manu||islet||-21.4860064|-135.5803764
way|22385990|Motu Fala||islet|Q6918739|-9.2202112|-171.7730613
way|22386019|Nukufaiau||islet||-20.2952894|-174.6951454
way|22386033|Te Puka I Mua||islet|Q7690916|-9.2172178|-171.8332660
way|22386041|Tanoa||islet||-20.2947875|-174.6338329
way|22386042|Niu Foafoa||islet||-9.2178908|-171.7704440
way|22386055|Punalei||islet||-9.2160183|-171.7702263
way|22386081|Te Afua||islet||-9.2241792|-171.8168249
way|22386199|Tikei|Tikei|island|Q1814565|-14.9509575|-144.5476913
way|22386219|Taulagapapa||island|Q7688709|-9.1854147|-171.7765696
way|22386229|Nahau||islet||-9.2110386|-171.8395337
way|22386310|Motu Pae’ao||islet||-16.4207794|-152.2604137
way|22386322|'Oneata||islet||-21.1290501|-175.1460872
way|22386332|Nomuka||island|Q1641551|-20.2544996|-174.7918474
way|22386374|Île Alofi||island|Q1140790|-14.3422091|-178.0366869
way|22386375|Talapeka||islet||-9.3348956|-171.2008273
way|22386383|Meama||islet||-20.2683778|-174.6462990
way|22386413|Fonuaika||islet|Q5465217|-20.1104543|-174.7019694
way|22386425|Marabo island||island||-18.9878191|-178.8278934
way|22386430|Manima||islet||-21.1245848|-175.1489927
way|22386435|Nukutula||islet||-20.2528739|-174.6900236
way|22386446|Pangaimotu||islet|Q20468640|-21.1243998|-175.1586932
way|22386470|Tokulu||island|Q16799011|-20.1015860|-174.7904825
way|22386477|Tenoko||islet|Q7700547|-23.0746672|-135.0121233
way|22386492|Motu Uta||islet||-17.5307614|-149.5757148
way|22386497|Nukulei||island|Q7068900|-20.0506924|-174.7342546
way|22386508|Na Kaupapa||islet||-9.2265577|-171.7769670
way|22386515|Lekeleka||island|Q6520583|-20.0670090|-174.6077488
way|22386523|Fatigauhu||islet|Q5437770|-9.2264836|-171.8091231
way|22386602|Motu Akea||islet||-9.2293517|-171.7897536
way|22386630|Na Hapiti||islet||-9.2270926|-171.8061787
way|22386634|Fulumahaga||islet||-9.2282317|-171.8028851
way|22386642|Limu||island|Q6549961|-20.0209643|-174.4582019
way|22386654|Olokalaga||islet||-9.3642191|-171.1915123
way|22386691|Reiono||islet||-17.0461517|-149.5459302
way|22386709|Palea||islet||-9.3642439|-171.1890537
way|22386722|Manumea||islet||-9.3664340|-171.1912152
way|22386724|Motu Matahiva||islet||-16.7769794|-151.0332341
way|22386760|Kaivave||islet||-9.3678533|-171.1910552
way|22386773|Motuloa||islet||-9.3706105|-171.1919335
way|22386801|Heketai||islet||-9.3690085|-171.1914932
way|22386871|Motu Uravera||islet||-16.5648973|-151.4514924
way|22386874|Motutou||islet||-16.5645445|-151.5428993
way|22386883|Motu Tehotu||island||-16.5591537|-151.5273816
way|22386898|Motu Opuau||islet||-16.5613199|-151.4557787
way|22386917|Kelefesia||islet|Q20432788|-20.5028293|-174.7350862
way|22386920|Motu Timaru||islet||-16.5601475|-151.4607196
way|22386953|Tonumea||island|Q20432840|-20.4599758|-174.7611566
way|22386958|Haha||islet||-23.9030352|-147.6612222
way|22386961|Ruahota Iti||islet||-23.9032574|-147.6702499
way|22386975|Onetahi||island|Q31930236|-17.0187506|-149.5910512
way|22386993|Motu Murimahora||island||-16.7651426|-150.9569258
way|22386994|Te Afua Tau Tahi||islet|Q49125217|-9.3791949|-171.2542624
way|22386999|Mano Rahi||islet||-23.9029724|-147.6859057
way|22387013|Motu Tane||islet||-16.4490637|-151.7627170
way|22387016|Motu Po’araara||islet||-16.5581141|-151.5027730
way|22387017|Navutu-I-Loma Island||island||-18.9665893|-178.4846083
way|22387030|Motu Mututane||islet||-16.5588389|-151.5151102
way|22387090|Ruahota Rahi||islet||-23.9028373|-147.6720179
way|22387092|Nukuheheke||islet||-9.3909801|-171.1992237
way|22387109|Motu One||islet||-17.0291093|-149.5489157
way|22387113|Motu Pufee||islet||-16.5576936|-151.4942201
way|22387135|Motu Tahuna Rahi||islet||-17.0408600|-149.5457465
way|22387138|Motu Havae||islet||-16.4448885|-151.7644498
way|22387140|Te Afua Tau Lua||islet|Q49125214|-9.3765310|-171.2583287
way|22387152|Motu Teaamati||islet||-16.5587607|-151.4742712
way|22387169|Motu Tevaihi Aru||islet||-16.5582445|-151.4978276
way|22387191|Motu Motunono||islet||-16.5573821|-151.4789447
way|22387208|Motu Farufaru||islet||-16.5571853|-151.5161443
way|22387213|Mango Iki||islet||-20.3221552|-174.7318752
way|22387233|Fugalei||islet||-9.3782340|-171.1971360
way|22387237|Mango||islet||-20.3298190|-174.7103196
way|22387239|Motu Otia||islet||-16.5578356|-151.4909808
way|22387283|Motu Fare One||islet||-17.4896761|-149.9169142
way|22387323|Pukapuka Island||island||-10.8527148|-165.8414762
way|22387387|Petit Motu||islet||-17.4939972|-149.4889343
way|22387466|Motu Ahurea||islet||-16.9872650|-149.5629310
way|22387518|Hakauata||island|Q5640357|-19.8454239|-174.5197663
way|22387662|Motu ’au||islet||-17.4968103|-149.4786372
way|22387667|Motu ’ā’ie||islet||-17.0084148|-149.5355937
way|22387670|Luangahu||island|Q2608150|-19.8713126|-174.4760467
way|22387688|Honuea||islet||-17.0090611|-149.5853861
way|22387724|Tiaruanu||island||-16.9937542|-149.5761584
way|22387731|Tatafa||island|Q7687847|-19.8751063|-174.4202302
way|22387817|ʻUiha||island|Q1107778|-19.9032277|-174.4066406
way|22387848|Putuputua||island|Q7262518|-19.9112927|-174.7550560
way|22387862|Starbuck Island|Starbuck Island (Volunteer Island)|island|Q911028|-5.6429518|-155.8866835
way|22387866|Aturapa||islet||-27.5735574|-144.3513388
way|22387890|Rarapai||islet||-27.5739465|-144.3666998
way|22387922|Nu'ulopa||islet|Q2538753|-13.8423858|-172.1294973
way|22387944|Manono||island|Q681871|-13.8508043|-172.1119997
way|22387962|North Island||islet|Q23007287|-17.9938485|-163.1621232
way|22387972|Motu One||islet|Q1272625|-7.8608310|-140.3776496
way|22388004|Motu Rautaro||islet||-23.3394115|-149.4193949
way|22388065|Kotu||island|Q1119876|-19.9467670|-174.7989394
way|22388136|Motu Manu||islet||-9.7595403|-138.8528064
way|22388153|Motu Mahara||islet||-16.7198335|-150.9800705
way|22388215|Motu Ko||island|Q23006004|-10.9078736|-165.8412593
way|22388256|Motu Varney||islet||-15.1166001|-148.2214138
way|22388274|Motu Mitihaa|Motu Mitihaa|islet||-23.3674218|-149.3964560
way|22388303|Ha'afeva||island|Q3711232|-19.9478914|-174.7118959
way|22388332|Matuku||islet|Q3711186|-19.9592410|-174.7456304
way|22388357|Motu||islet||-16.9803152|-144.6880102
way|22388388|Motu Kotawa||island|Q104849708|-10.8934026|-165.8722881
way|22388420|Fetoa||islet|Q5445967|-19.9650473|-174.7257082
way|22388439|Uonukuhihifo||island|Q7897885|-19.9689678|-174.4965130
way|22388461|Tofanga||island|Q7812959|-19.9580493|-174.4656364
way|22388500|Te Aua Loa||islet||-10.8711824|-165.8441578
way|22388510|Kito||island|Q15238623|-19.9955267|-174.7866914
way|22388572|Teaupa||islet|Q7691994|-19.9765204|-174.7374255
way|22388598|Toka||islet|Q104849943|-10.8926638|-165.9242023
way|22388599|Tungua||island|Q3711227|-20.0154902|-174.7661731
way|22388627|Foua||island||-20.0030260|-174.7422446
way|22388659|Luanamo||island|Q6694995|-20.0209234|-174.7168317
way|22388768|Tetamanu||islet||-16.5143189|-145.4595319
way|22388834|Nukunamu||island|Q11650379|-19.7136580|-174.2761325
way|22388941|Ha'ano||island|Q1116587|-19.6716335|-174.2815461
way|22388981|Foa||island|Q1002246|-19.7407817|-174.3061836
way|22389102|Motunoio||islet||-9.9534189|-139.0572973
way|22389259|Te Kainga||islet|Q23006080|-10.0281000|-161.0987345
way|22389267|Meama||islet|Q6803553|-19.7558961|-174.5638076
way|22389294|Motutaii||islet||-9.9989784|-139.1015838
way|22389295|Niniva||island|Q7038869|-19.7683657|-174.6231156
way|22389362|Nukupule||islet|Q7068908|-19.7795878|-174.5367870
way|22389385|Avea Island||island||-17.1870016|-178.9029168
way|22389506|Makatea|Makatea|island|Q118904|-15.8388968|-148.2508292
way|22389508|Fotuhaʻa||island|Q3711204|-19.8108906|-174.7213137
way|22389537|Hatu Iti||islet||-8.6764575|-140.6180326
way|22389554|Hatu Iti||islet||-8.6772231|-140.6073407
way|22389556|Akiaki|Akiaki|island||-18.5574062|-139.2119268
way|22389648|Motu Tiahura||islet||-17.4873714|-149.9122059
way|22389662|Agakauitai|Agakauitai|island||-23.1661857|-135.0360692
way|22389798|Motupatioti||islet||-9.9036722|-139.0544266
way|22389836|Lofanga||island|Q6666649|-19.8256365|-174.5515841
way|22389838|Motuinokohe||islet||-9.8895668|-139.0788265
way|22389902|Île du Sud||islet||-21.8199113|-154.7000147
way|22389963|Île de l'Ouest||islet||-21.8129599|-154.7212776
way|22389980|Île Centrale||islet||-21.8122841|-154.7106792
way|22390025|Tekopua||island|Q7695480|-18.9281504|-159.7314673
way|22390042|Tahororoa||islet||-16.6599467|-151.4895815
way|22390058|Hakautu'utu'u Island||islet||-15.9349683|-173.7805886
way|22390084|Île du Nordêt||island|Q31933087|-21.8018420|-154.6984338
way|22390115|Hunganga||island||-15.9532087|-173.8034267
way|22390154|Jarvis Island||island|Q62218|-0.3721912|-159.9991011
way|22390222|New Island||islet||-13.3318133|-163.1149033
way|22390225|Motu Nao|Thomasset Rock|islet|Q386258|-10.3583623|-138.4135046
way|22390253|Entrance island||islet||-13.3088887|-163.0939508
way|22390272|Haaio||islet||-16.9036373|-151.4258322
way|22390371|Akaiami||islet|Q4700175|-18.9066708|-159.7305725
way|22390388|Cikobia-i-Lau||island|Q25645332|-17.2813480|-178.7874671
way|22390419|Motu Tou||islet||-13.2734118|-163.1979314
way|22390480|Manuae||island|Q1329453|-19.2749153|-158.9561445
way|22390527|Ofolanga||island|Q7079762|-19.5991494|-174.4542244
way|22390559|Kohai||islet||-8.8269769|-140.0378013
way|22390569|Takutea||island|Q1425600|-19.8120166|-158.2895424
way|22390573|Motu Oneone||islet||-13.2874344|-163.0486962
way|22390574|Tokū||island|Q11650638|-18.1621595|-174.1795710
way|22390719|Manu Island||islet||-13.2412287|-163.1810282
way|22390764|Whale Island||islet||-13.2411047|-163.1178412
way|22390779|Motu Nu’utere||islet||-16.8794994|-151.4687131
way|22390787|Terihi||islet|Q2734681|-10.0197735|-138.8011611
way|22390796|Luahoko||islet|Q6694967|-19.6715888|-174.3940801
way|22390812|Te Au O Tu||island|Q1329453|-19.2657376|-158.9254438
way|22390815|Fakahiku||island|Q5431443|-20.0428214|-174.7040090
way|22390830|Motu Paria||islet||-16.8735107|-151.4719493
way|22390841|To’a Puhi||islet||-16.6729452|-151.4880968
way|22390873|Mo'unga'one||island|Q6886097|-19.6364579|-174.4855279
way|22390923|Anchorage Island||islet||-13.2487525|-163.1043335
way|22391053|Toauau||islet||-15.9567338|-145.1725861
way|22391069|Île Tauturou||islet||-27.6451301|-144.3094593
way|22391192|Primerose||islet||-18.0694690|-163.1362908
way|22391205|Nukutavake|Nukutavake|island|Q968883|-19.2795724|-138.7856530
way|22391247|Île Rapa Iti||islet||-27.6216823|-144.3027035
way|22391271|Palmerston||islet||-18.0562890|-163.1906140
way|22391329|Motu Ngangie||islet||-18.0291467|-163.1326048
way|22391379|Tepoto Nord|North Tepoto|island|Q661756|-14.1011018|-141.4283840
way|22391403|Îlot Sud||islet||-27.8992353|-143.4903235
way|22391422|Mago Island||island|Q1884674|-17.4471380|-179.1583008
way|22391431|Îlot Ouest||islet||-27.8932826|-143.5102518
way|22391437|Edward Island||island||-17.4704787|-179.1805786
way|22391454|Île Karapoo Iti||islet||-27.6513657|-144.3268999
way|22391498|Île Karapoo Rahi||islet||-27.6488316|-144.3318825
way|22391567|Leicester||islet|Q23007278|-18.0356109|-163.1205877
way|22391658|Motu Pitihahei||islet||-16.4788932|-152.2475066
way|22391664|Île Tarakoi||islet||-27.5914741|-144.3060732
way|22391689|Motu Tiano||islet||-16.8300665|-151.4884005
way|22391733|Vatu Vara||island|Q2096156|-17.4295860|-179.5296914
way|22391749|Te Papaloa||islet||-9.4068996|-171.2260048
way|22391780|Nukulakia||islet|Q7068898|-9.4186588|-171.2162705
way|22391786|Te Kau Afua O Humu||islet||-9.4210713|-171.2134848
way|22391816|Nukumahaga Iti||islet||-9.3934532|-171.1989999
way|22391838|Motu Tiapa’a||islet||-16.4743933|-152.2423577
way|22391842|Teoki||islet||-9.3960750|-171.1989809
way|22391861|Pataliga||islet||-9.3963992|-171.2357869
way|22391907|Munia Island||island||-17.3650783|-178.8804875
way|22391909|Ee||islet|Q5347003|-18.8628726|-159.7516541
way|22391920|Paraoa||island||-19.1477679|-140.7033275
way|22391996|Rose Island||islet|Q21847564|-14.5469252|-168.1445516
way|22392014|Sand Island||islet||-14.5368853|-168.1513521
way|22392034|Spam Island||islet|Q27221349|-2.8113605|-171.7117720
way|22392042|Takiei||islet||-10.5394699|-138.6349351
way|22392046|Taiaro|Taiaro|island||-15.7421160|-144.6309087
way|22392060|Kauahua O Tanifa||islet||-9.4307943|-171.2079386
way|22392102|Fenua Loa||islet|Q5443654|-9.4399438|-171.2047769
way|22392189|Île Tapui||islet||-27.6044086|-144.3475113
way|22392251|Motu Hihumu||islet||-10.5055386|-138.6128982
way|23385699|Akitua||islet|Q4701252|-18.8499275|-159.7573511
