Survey,State,6-Digit,County,Census Place,FIPS Place,FIPS MCD,Pop,CSA,CBSA,Footnote,Central,Zip,Region,Division,Number of,Place,,1-unit,,,2-units,,,3-4 units,,,5+ units,,,1-unit rep,,,2-units rep,,,3-4 units rep,,,5+ units rep
201812,02,233000,170,1410,33800 ,00000 ,1912 ,999,11260, , ,996940027  ,4,9,8,Houston,7,7,1778166,0,0,0,0,0,0,0,0,0,5,5,1425891,0,0,0,0,0,0,0,0,0
201812,02,253000,110,    ,99990 ,00000 ,31275 ,999,99999, , ,99801      ,4,9,12,Juneau city and borough,51,51,10604599,1,2,216321,1,3,577672,2,12,2243015,51,51,10604599,1,2,216321,1,3,577672,2,12,2243015
201812,02,277000,122,1630,38420 ,00000 ,7100 ,999,99999, , ,99611      ,4,9,2,Kenai,13,13,2786145,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
201812,02,289000,130,    ,99990 ,00000 ,5016 ,999,99999, , ,999016059  ,4,9,12,Ketchikan Gateway Borough,35,35,9753437,6,12,2025258,0,0,0,0,0,0,35,35,9753437,6,12,2025258,0,0,0,0,0,0
201812,02,297000,013,1670,39410 ,00000 ,938 ,999,99999, , ,99612      ,4,9,9,King Cove,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
201812,02,317000,150,1750,40950 ,00000 ,6130 ,999,99999, , ,99615      ,4,9,11,Kodiak City-Kodiak Island Borough,10,10,2644865,4,8,1512723,1,4,499861,5,35,7456452,10,10,2644865,3,6,1130683,1,4,499861,4,30,6421649
201812,02,329000,188,1800,41830 ,00000 ,3201 ,999,99999, , ,99752      ,4,9,12,Kotzebue,5,5,1580712,0,0,0,0,0,0,0,0,0,5,5,1580712,0,0,0,0,0,0,0,0,0
201812,02,409000,290,2330,54150 ,00000 ,94 ,999,99999, , ,99691      ,4,9,9,Nikolai,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
201812,02,413000,180,2370,54920 ,00000 ,3598 ,999,99999, , ,997620281  ,4,9,9,Nome,1,1,30000,0,0,0,0,0,0,0,0,0,1,1,30000,0,0,0,0,0,0,0,0,0
201812,02,425000,090,2410,55910 ,00000 ,2117 ,999,21820, , ,99705      ,4,9,12,North Pole,13,13,3483405,0,0,0,0,0,0,0,0,0,13,13,3483405,0,0,0,0,0,0,0,0,0
201812,02,429000,185,    ,99990 ,00000 ,2790 ,999,99999, , ,997230069  ,4,9,12,North Slope Borough,1,1,274034,1,2,354010,0,0,0,0,0,0,1,1,274034,1,2,354010,0,0,0,0,0,0
201812,02,433000,188,    ,99990 ,00000 ,881 ,999,99999,2, ,99752      ,4,9,8,Northwest Arctic Borough Unincorporated Area,8,8,4880000,0,0,0,0,0,0,0,0,0,5,5,3500000,0,0,0,0,0,0,0,0,0
201812,02,457000,170,2510,58660 ,00000 ,5937 ,999,11260, , ,996456748  ,4,9,12,Palmer,22,22,4758219,0,0,0,0,0,0,1,42,6000000,22,22,4758219,0,0,0,0,0,0,1,42,6000000
201812,02,461000,105,2550,59650 ,00000 ,88 ,999,99999, , ,99832      ,4,9,8,Pelican,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
201812,02,465000,195,    ,99990 ,00000 ,2948 ,999,99999, , ,99833      ,4,9,8,Petersburg Borough,8,8,1538872,1,2,300000,0,0,0,0,0,0,6,6,1227600,1,2,300000,0,0,0,0,0,0
201812,02,505000,013,2900,67020 ,00000 ,976 ,999,99999, , ,99661      ,4,9,12,Sand Point,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0
201812,02,525000,122,2950,68340 ,00000 ,255 ,999,99999, , ,99663      ,4,9,9,Seldovia,1,1,100000,0,0,0,0,0,0,0,0,0,1,1,100000,0,0,0,0,0,0,0,0,0
201812,02,529000,122,2960,68560 ,00000 ,2693 ,999,99999, , ,99664      ,4,9,12,Seward,6,6,1215000,0,0,0,0,0,0,1,12,400000,6,6,1215000,0,0,0,0,0,0,1,12,400000
201812,02,557000,220,    ,99990 ,00000 ,8881 ,999,99999, , ,99835      ,4,9,0,Sitka city and borough,15,15,3311289,3,6,2172810,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
201812,02,561000,230,3050,70760 ,00000 ,968 ,999,99999, , ,998400415  ,4,9,6,Municipality of Skagway,5,5,1142670,1,2,258333,1,3,50000,0,0,0,2,2,575000,0,0,0,1,3,50000,0,0,0
201812,02,565000,122,3070,71640 ,00000 ,4163 ,999,99999, , ,99669      ,4,9,0,Soldotna,27,27,5930891,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
201812,02,581000,016,2880,66470 ,00000 ,479 ,999,99999, , ,99660      ,4,9,6,St. Paul,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
201812,02,597000,105,3290,76260 ,00000 ,131 ,999,99999, , ,998410052  ,4,9,12,Tenakee Springs,1,1,285178,0,0,0,0,0,0,0,0,0,1,1,285178,0,0,0,0,0,0,0,0,0
201812,02,625000,016,3430,80770 ,00000 ,4376 ,999,99999, , ,99685      ,4,9,0,Unalaska,7,7,686826,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
201812,02,633000,261,3470,82200 ,00000 ,3976 ,999,99999, , ,99686      ,4,9,9,Valdez,12,12,4665992,1,2,45000,0,0,0,0,0,0,6,6,1745000,1,2,45000,0,0,0,0,0,0
201812,02,645000,170,3520,83080 ,00000 ,7831 ,999,11260, , ,99654      ,4,9,11,Wasilla,40,40,11499479,32,64,10899498,1,3,359024,0,0,0,37,37,10627948,31,62,10601022,1,3,359024,0,0,0
201812,02,653000,261,3550,84510 ,00000 ,220 ,999,99999, , ,996930608  ,4,9,0,Whittier,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
201812,02,657000,275,    ,86380 ,00000 ,2369 ,999,99999, , ,99929      ,4,9,11,Wrangell city and borough,6,6,645000,1,2,325000,0,0,0,0,0,0,6,6,645000,1,2,325000,0,0,0,0,0,0
201812,02,661000,282,3610,86490 ,00000 ,662 ,999,99999, , ,99689      ,4,9,12,Yakutat city and borough,13,13,2170000,0,0,0,0,0,0,0,0,0,13,13,2170000,0,0,0,0,0,0,0,0,0
201812,04,001000,001,    ,99990 ,00000 ,61192 ,999,99999, , ,85936      ,4,8,12,Apache County Unincorporated Area,41,41,9182070,0,0,0,0,0,0,0,0,0,41,41,9182070,0,0,0,0,0,0,0,0,0
201812,04,009000,021,0007,02830 ,00000 ,35546 ,999,38060,2, ,851192899  ,4,8,12,Apache Junction,111,111,14674134,26,52,3287258,0,0,0,0,0,0,111,111,14674134,26,52,3287258,0,0,0,0,0,0
201812,04,013000,013,0013,04720 ,00000 ,76238 ,999,38060, , ,85323      ,4,8,12,Avondale,232,232,55800538,0,0,0,0,0,0,0,0,0,232,232,55800538,0,0,0,0,0,0,0,0,0
201812,04,025000,013,0030,07940 ,00000 ,50876 ,999,38060, , ,85326      ,4,8,12,Buckeye,2194,2194,565473279,0,0,0,0,0,0,0,0,0,2194,2194,565473279,0,0,0,0,0,0,0,0,0
201812,04,029000,015,0031,08220 ,00000 ,39540 ,332,29420, , ,86442      ,4,8,12,Bullhead City,161,161,37581038,0,0,0,0,0,0,0,0,0,161,161,37581038,0,0,0,0,0,0,0,0,0
201812,04,037000,013,0039,10180 ,00000 ,3363 ,999,38060, , ,85377      ,4,8,12,Carefree town,22,22,9001380,0,0,0,0,0,0,0,0,0,22,22,9001380,0,0,0,0,0,0,0,0,0
201812,04,041000,021,0040,10530 ,00000 ,48571 ,999,38060, , ,85122      ,4,8,12,Casa Grande,252,252,61795155,0,0,0,0,0,0,0,0,0,252,252,61795155,0,0,0,0,0,0,0,0,0
201812,04,045000,013,0044,11300 ,00000 ,5015 ,999,38060, , ,85331      ,4,8,12,Cave Creek town,50,50,21616665,1,2,431416,0,0,0,0,0,0,50,50,21616665,1,2,431416,0,0,0,0,0,0
201812,04,049000,013,0050,12000 ,00000 ,236123 ,999,38060, , ,852444008  ,4,8,12,Chandler,492,492,178583165,16,32,6904052,15,47,6803993,32,760,111126417,492,492,178583165,16,32,6904052,15,47,6803993,32,760,111126417
201812,04,065000,003,    ,99990 ,00000 ,52410 ,999,43420, , ,85603      ,4,8,12,Cochise County Unincorporated Area,140,140,25300069,0,0,0,0,0,0,0,0,0,140,140,25300069,0,0,0,0,0,0,0,0,0
201812,04,069000,005,    ,99990 ,00000 ,54125 ,999,22380, , ,860019331  ,4,8,9,Coconino County Unincorporated Area,223,223,45650899,0,0,0,0,0,0,0,0,0,180,180,35311129,0,0,0,0,0,0,0,0,0
201812,04,077000,021,0067,15500 ,00000 ,11825 ,999,38060, , ,85228      ,4,8,12,Coolidge,48,48,7437183,0,0,0,0,0,0,0,0,0,48,48,7437183,0,0,0,0,0,0,0,0,0
201812,04,085000,003,0080,20050 ,00000 ,17378 ,999,43420, ,1,856072030  ,4,8,7,Douglas,2,2,159334,0,0,0,0,0,0,3,15,1447743,0,0,0,0,0,0,0,0,0,0,0,0
201812,04,097000,013,0100,22220 ,00000 ,31797 ,999,38060, , ,853352955  ,4,8,12,El Mirage,4,4,1021566,0,0,0,0,0,0,0,0,0,4,4,1021566,0,0,0,0,0,0,0,0,0
201812,04,101000,021,0105,22360 ,00000 ,16631 ,999,38060, , ,852312517  ,4,8,4,Eloy,135,135,26641152,0,0,0,0,0,0,0,0,0,51,51,11271717,0,0,0,0,0,0,0,0,0
201812,04,105000,005,0115,23620 ,00000 ,65870 ,999,22380, ,1,86001      ,4,8,12,Flagstaff,371,371,71831235,0,0,0,1,4,1500000,0,0,0,371,371,71831235,0,0,0,1,4,1500000,0,0,0
201812,04,109000,021,0120,23760 ,00000 ,25536 ,999,38060, , ,85132      ,4,8,10,Florence town,233,233,69957555,0,0,0,0,0,0,0,0,0,200,200,58821263,0,0,0,0,0,0,0,0,0
201812,04,113000,013,0124,25300 ,00000 ,22489 ,999,38060, , ,85268      ,4,8,11,Fountain Hills town,86,86,37903016,0,0,0,0,0,0,0,0,0,81,81,35696982,0,0,0,0,0,0,0,0,0
201812,04,117000,005,0125,25720 ,00000 ,1314 ,999,22380, , ,86022      ,4,8,12,Fredonia town,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
201812,04,121000,013,0129,27050 ,00000 ,1922 ,999,38060, , ,85337      ,4,8,12,Gila Bend town,2,2,450000,0,0,0,0,0,0,0,0,0,2,2,450000,0,0,0,0,0,0,0,0,0
201812,04,125000,007,    ,99990 ,00000 ,25602 ,999,99999, , ,85501      ,4,8,12,Gila County Unincorporated Area,67,67,10733655,0,0,0,0,0,0,0,0,0,67,67,10733655,0,0,0,0,0,0,0,0,0
201812,04,129000,013,0135,27400 ,00000 ,208453 ,999,38060, , ,85296      ,4,8,12,Gilbert town,1459,1459,315317433,0,0,0,0,0,0,42,330,36939000,1459,1459,315317433,0,0,0,0,0,0,42,330,36939000
201812,04,133000,013,0140,27820 ,00000 ,226721 ,999,38060, , ,85301      ,4,8,12,Glendale,191,191,49155764,0,0,0,0,0,0,0,0,0,191,191,49155764,0,0,0,0,0,0,0,0,0
201812,04,141000,013,0150,28380 ,00000 ,65275 ,999,38060, , ,85338      ,4,8,12,Goodyear,1246,1246,367719038,15,30,7075169,5,15,2773137,1,41,6307242,1246,1246,367719038,15,30,7075169,5,15,2773137,1,41,6307242
201812,04,145000,009,    ,99990 ,00000 ,20402 ,999,99999, , ,85546      ,4,8,11,Graham County Unincorporated Area,46,46,11947245,0,0,0,0,0,0,1,5,465208,45,45,11666045,0,0,0,0,0,0,0,0,0
201812,04,153000,013,0158,30270 ,00000 ,5523 ,999,38060, , ,852832538  ,4,8,11,Guadalupe town,8,8,1309152,0,0,0,0,0,0,0,0,0,6,6,860000,0,0,0,0,0,0,0,0,0
201812,04,157000,007,0160,32020 ,00000 ,662 ,999,99999,2, ,85135      ,4,8,12,Hayden town,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
201812,04,181000,015,0185,37620 ,00000 ,28068 ,332,29420, ,1,86401      ,4,8,12,Kingman,265,265,44858598,1,2,252349,2,7,770284,0,0,0,265,265,44858598,1,2,252349,2,7,770284,0,0,0
201812,04,189000,015,0188,39370 ,00000 ,52527 ,332,29420, ,1,86403      ,4,8,12,Lake Havasu City,361,361,73010896,28,56,4145655,2,8,429772,0,0,0,361,361,73010896,28,56,4145655,2,8,429772,0,0,0
201812,04,193000,013,0196,41330 ,00000 ,5476 ,999,38060, , ,85340      ,4,8,12,Litchfield Park,53,53,23169033,0,0,0,6,20,4694730,0,0,0,53,53,23169033,0,0,0,6,20,4694730,0,0,0
201812,04,201000,019,0210,44270 ,00000 ,34961 ,536,46060,2, ,85653      ,4,8,6,Marana town,830,830,247510691,0,0,0,0,0,0,0,0,0,427,427,126980683,0,0,0,0,0,0,0,0,0
201812,04,205000,013,    ,99990 ,00000 ,284404 ,999,38060, , ,85008      ,4,8,12,Maricopa County Unincorporated Area,1777,1777,444862624,12,24,2588483,0,0,0,1,56,8293029,1777,1777,444862624,12,24,2588483,0,0,0,1,56,8293029
201812,04,205100,021,0212,44410 ,00000 ,43482 ,999,38060, , ,85238      ,4,8,12,Maricopa,988,988,239692232,0,0,0,0,0,0,0,0,0,988,988,239692232,0,0,0,0,0,0,0,0,0
201812,04,209000,013,0215,46000 ,00000 ,439041 ,999,38060, ,1,852111466  ,4,8,5,Mesa,2658,2658,768629231,0,0,0,1,3,486056,23,258,36709941,1676,1676,477958643,0,0,0,0,0,0,0,0,0
201812,04,217000,015,    ,99990 ,00000 ,75230 ,332,29420, , ,864027000  ,4,8,12,Mohave County Unincorporated Area,158,158,42809642,0,0,0,0,0,0,0,0,0,158,158,42809642,0,0,0,0,0,0,0,0,0
201812,04,221000,017,    ,99990 ,00000 ,68097 ,999,99999, , ,85901      ,4,8,9,Navajo County Unincorporated Area,136,136,25603309,0,0,0,0,0,0,1,5,297527,104,104,16289654,0,0,0,0,0,0,0,0,0
201812,04,229000,019,0238,51600 ,00000 ,41011 ,536,46060, , ,85737      ,4,8,12,Oro Valley town,311,311,89842500,2,4,551368,4,16,2196744,0,0,0,311,311,89842500,2,4,551368,4,16,2196744,0,0,0
201812,04,237000,013,0242,52930 ,00000 ,12820 ,999,38060, , ,852534328  ,4,8,12,Paradise Valley town,96,96,120252467,0,0,0,2,8,5961760,2,20,13324321,96,96,120252467,0,0,0,2,8,5961760,2,20,13324321
201812,04,249000,007,0252,53700 ,00000 ,15301 ,999,99999, , ,855414306  ,4,8,12,Payson town,88,88,27636879,3,6,1066757,0,0,0,0,0,0,88,88,27636879,3,6,1066757,0,0,0,0,0,0
201812,04,253000,013,0255,54050 ,00000 ,154058 ,999,38060,2, ,85345      ,4,8,12,Peoria,1245,1245,226981844,0,0,0,2,8,471952,5,175,11596780,1245,1245,226981844,0,0,0,2,8,471952,5,175,11596780
201812,04,257000,013,2650,55000 ,00000 ,1445632 ,999,38060, ,1,850031611  ,4,8,12,Phoenix,3732,3732,988526134,103,206,19062252,24,86,14433541,91,3238,450935773,3732,3732,988526134,103,206,19062252,24,86,14433541,91,3238,450935773
201812,04,261000,019,    ,99990 ,00000 ,353264 ,536,46060, , ,85701      ,4,8,11,Pima County Unincorporated Area,1031,1031,279375019,0,0,0,0,0,0,2,30,4265466,975,975,264036213,0,0,0,0,0,0,0,0,0
201812,04,269000,021,    ,99990 ,00000 ,187517 ,999,38060,2, ,85132      ,4,8,12,Pinal County Unincorporated Area,2690,2690,444027424,55,110,6844175,0,0,0,0,0,0,2690,2690,444027424,55,110,6844175,0,0,0,0,0,0
201812,04,277000,025,0280,57380 ,00000 ,39843 ,999,39140, ,1,86301      ,4,8,12,Prescott,359,359,119817040,6,12,1751690,3,12,1047000,18,309,32989164,359,359,119817040,6,12,1751690,3,12,1047000,18,309,32989164
201812,04,281000,025,0282,57450 ,00000 ,38822 ,999,39140, , ,863142275  ,4,8,12,Prescott Valley town,496,496,134856701,19,38,5611285,2,6,683967,0,0,0,496,496,134856701,19,38,5611285,2,6,683967,0,0,0
201812,04,289000,013,0284,58150 ,00000 ,25912 ,999,38060,2, ,852429311  ,4,8,12,Queen Creek town,1296,1296,485292907,0,0,0,0,0,0,0,0,0,1296,1296,485292907,0,0,0,0,0,0,0,0,0
201812,04,293000,009,0298,62000 ,00000 ,9566 ,999,99999, , ,85548      ,4,8,12,Safford,26,26,3178000,0,0,0,1,4,110000,0,0,0,26,26,3178000,0,0,0,1,4,110000,0,0,0
201812,04,294000,019,0303,62140 ,00000 ,25259 ,536,46060, , ,85629      ,4,8,12,Sahuarita town,366,366,99280740,0,0,0,0,0,0,0,0,0,366,366,99280740,0,0,0,0,0,0,0,0,0
201812,04,297000,027,0321,63470 ,00000 ,25505 ,999,49740, , ,85349      ,4,8,12,San Luis,294,294,43583987,0,0,0,0,0,0,0,0,0,294,294,43583987,0,0,0,0,0,0,0,0,0
201812,04,301000,023,    ,99990 ,00000 ,25670 ,999,99999, , ,856481090  ,4,8,12,Santa Cruz County Unincorporated Area,142,142,34097494,0,0,0,0,0,0,0,0,0,142,142,34097494,0,0,0,0,0,0,0,0,0
201812,04,305000,013,0327,65000 ,00000 ,217385 ,999,38060, ,1,85251      ,4,8,12,Scottsdale,635,635,180047717,2,4,1078114,1,3,705902,11,525,87256681,635,635,180047717,2,4,1078114,1,3,705902,11,525,87256681
201812,04,317000,017,0337,66470 ,00000 ,10660 ,999,99999, , ,85901      ,4,8,12,Show Low,91,91,21419138,2,4,560386,0,0,0,3,23,1523866,91,91,21419138,2,4,560386,0,0,0,3,23,1523866
201812,04,321000,003,0338,66820 ,00000 ,43888 ,999,43420, ,1,85635      ,4,8,12,Sierra Vista,68,68,12406722,0,0,0,0,0,0,0,0,0,68,68,12406722,0,0,0,0,0,0,0,0,0
201812,04,329000,027,0342,68080 ,00000 ,14287 ,999,49740, , ,85350      ,4,8,12,Somerton,42,42,7967012,0,0,0,0,0,0,0,0,0,42,42,7967012,0,0,0,0,0,0,0,0,0
201812,04,333000,019,0344,68850 ,00000 ,5652 ,536,46060, , ,857132803  ,4,8,11,South Tucson,8,8,1099000,0,0,0,1,4,286000,0,0,0,8,8,1099000,0,0,0,1,4,286000,0,0,0
201812,04,349000,013,0361,71510 ,00000 ,117517 ,999,38060, , ,85374      ,4,8,12,Surprise,1315,1315,405535946,0,0,0,0,0,0,1,100,9115000,1315,1315,405535946,0,0,0,0,0,0,1,100,9115000
201812,04,353000,017,0366,72420 ,00000 ,4112 ,999,99999, , ,85939      ,4,8,0,Taylor town,10,10,1418522,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
201812,04,357000,013,0368,73000 ,00000 ,161719 ,999,38060, ,1,85281      ,4,8,11,Tempe,124,124,26073444,4,8,1114587,0,0,0,13,1629,288231001,118,118,24846331,3,6,873873,0,0,0,12,1561,277262051
201812,04,365000,013,0372,74190 ,00000 ,6545 ,999,38060, , ,85353      ,4,8,11,Tolleson,13,13,4490416,0,0,0,0,0,0,0,0,0,13,13,4490416,0,0,0,0,0,0,0,0,0
201812,04,373000,019,0385,77000 ,00000 ,520116 ,536,46060,2,1,85726      ,4,8,0,Tucson,793,793,199244839,21,42,5198522,0,0,0,83,904,127335164,0,0,0,0,0,0,0,0,0,0,0,0
201812,04,381000,013,0397,82740 ,00000 ,6363 ,999,38060,2, ,85390      ,4,8,12,Wickenburg town,165,165,48134232,0,0,0,0,0,0,0,0,0,165,165,48134232,0,0,0,0,0,0,0,0,0
201812,04,401000,025,    ,99990 ,00000 ,83782 ,999,39140, , ,86305      ,4,8,12,Yavapai County Unincorporated Area,460,460,109972982,1,2,313581,0,0,0,0,0,0,460,460,109972982,1,2,313581,0,0,0,0,0,0
201812,04,405000,013,0416,85400 ,00000 ,6156 ,999,38060, , ,853631212  ,4,8,11,Youngtown town,1,1,90000,0,0,0,0,0,0,0,0,0,1,1,90000,0,0,0,0,0,0,0,0,0
201812,04,409000,027,0420,85540 ,00000 ,93064 ,999,49740, ,1,85366      ,4,8,12,Yuma,485,485,85045301,1,2,145600,0,0,0,0,0,0,485,485,85045301,1,2,145600,0,0,0,0,0,0
201812,04,413000,027,    ,99990 ,00000 ,60013 ,999,49740, , ,85364      ,4,8,12,Yuma County Unincorporated Area,175,175,21542713,1,2,115929,0,0,0,0,0,0,175,175,21542713,1,2,115929,0,0,0,0,0,0
201812,06,001000,071,0003,00296 ,00000 ,31765 ,348,40140, , ,92301      ,4,9,12,Adelanto,24,24,4209700,0,0,0,0,0,0,0,0,0,24,24,4209700,0,0,0,0,0,0,0,0,0
201812,06,002000,037,0007,00394 ,00000 ,20330 ,348,31080, , ,91301      ,4,9,12,Agoura Hills,3,3,1771330,0,0,0,0,0,0,0,0,0,3,3,1771330,0,0,0,0,0,0,0,0,0
201812,06,003000,001,0010,00562 ,00000 ,73812 ,488,41860, , ,94501      ,4,9,12,Alameda,31,31,4091660,0,0,0,0,0,0,0,0,0,31,31,4091660,0,0,0,0,0,0,0,0,0
201812,06,004000,001,    ,99990 ,00000 ,141266 ,488,41860, , ,94544      ,4,9,12,Alameda County Unincorporated Area,36,36,14016088,1,2,97141,20,71,21314084,2,12,3706584,36,36,14016088,1,2,97141,20,71,21314084,2,12,3706584
201812,06,005000,001,0020,00674 ,00000 ,18539 ,488,41860, , ,94706      ,4,9,12,Albany,9,9,763617,0,0,0,0,0,0,0,0,0,9,9,763617,0,0,0,0,0,0,0,0,0
201812,06,006000,037,0025,00884 ,00000 ,83089 ,348,31080, , ,91801      ,4,9,12,Alhambra,34,34,4302500,0,0,0,0,0,0,0,0,0,34,34,4302500,0,0,0,0,0,0,0,0,0
201812,06,006200,059,0027,00947 ,00000 ,47823 ,348,31080, , ,92656      ,4,9,10,Aliso Viejo,0,0,0,0,0,0,0,0,0,2,48,8964386,0,0,0,0,0,0,0,0,0,0,0,0
201812,06,011000,059,0070,02000 ,00000 ,336265 ,348,31080, ,1,92803      ,4,9,12,Anaheim,120,120,25493830,1,2,170000,5,19,3204180,14,430,12841909,120,120,25493830,1,2,170000,5,19,3204180,14,430,12841909
201812,06,014000,013,0085,02252 ,00000 ,102372 ,488,41860, , ,94531      ,4,9,12,Antioch,63,63,18792741,0,0,0,0,0,0,4,58,4771480,63,63,18792741,0,0,0,0,0,0,4,58,4771480
201812,06,015000,071,0090,02364 ,00000 ,69135 ,348,40140, , ,92307      ,4,9,12,Apple Valley town,79,79,12683764,0,0,0,0,0,0,0,0,0,79,79,12683764,0,0,0,0,0,0,0,0,0
201812,06,016000,037,0246,02462 ,00000 ,56364 ,348,31080, ,1,91007      ,4,9,11,Arcadia,79,79,46347770,0,0,0,1,3,652579,1,8,1279606,70,70,40838745,0,0,0,0,0,0,0,0,0
201812,06,019000,037,0135,02896 ,00000 ,16522 ,348,31080, , ,90701      ,4,9,4,Artesia,13,13,5700000,0,0,0,0,0,0,0,0,0,7,7,3150000,0,0,0,0,0,0,0,0,0
201812,06,022000,081,0150,03092 ,00000 ,6914 ,488,41860, , ,94027      ,4,9,11,Atherton town,28,28,96754667,0,0,0,0,0,0,0,0,0,25,25,84917959,0,0,0,0,0,0,0,0,0
201812,06,024000,061,0160,03204 ,00000 ,13330 ,472,40900, , ,95603      ,4,9,11,Auburn,28,28,10746891,3,6,883380,0,0,0,0,0,0,25,25,9767736,3,6,883380,0,0,0,0,0,0
201812,06,025000,037,0165,03274 ,00000 ,3728 ,348,31080, , ,90704      ,4,9,11,Avalon,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
201812,06,027000,037,0378,03386 ,00000 ,46361 ,348,31080, , ,917022514  ,4,9,11,Azusa,39,39,16166474,2,4,920804,10,36,8569932,7,103,17696125,33,33,13375888,2,4,920804,10,36,8569932,6,98,16257211
201812,06,028000,029,0180,03526 ,00000 ,347483 ,999,12540, ,1,93301      ,4,9,8,Bakersfield,1213,1213,340068629,26,52,5628617,1,3,328767,3,16,5606874,726,726,208064433,11,22,2079355,1,3,328767,3,16,5606874
201812,06,029000,037,0185,03666 ,00000 ,75390 ,348,31080, , ,91706      ,4,9,12,Baldwin Park,79,79,14118507,0,0,0,0,0,0,0,0,0,79,79,14118507,0,0,0,0,0,0,0,0,0
